TIRF Data File: Project 1320; Run 128
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
113.680	40.60	422.66	0.011	2.007	25.383	25.488	54.63	1088.29	95.39	-680.98	10.37	23.50	-1.60	-0.14	36.42	61.45	68.99	75.43	80.28	-0.004	0.017
113.700	40.58	423.88	0.013	2.013	25.387	25.401	54.63	1173.61	99.25	-685.11	9.83	6.85	-1.71	-0.14	36.49	61.45	68.89	75.40	80.27	-0.001	0.020
113.720	40.60	425.09	0.013	2.012	25.386	25.337	54.70	1262.63	98.04	-692.78	15.56	3.61	-1.82	-0.14	36.53	61.47	68.85	75.39	80.29	0.002	0.023
113.740	40.62	426.18	0.014	2.010	25.392	25.287	54.77	1323.99	98.29	-698.58	23.22	4.27	-1.90	-0.14	36.40	61.42	68.77	75.37	80.26	0.004	0.025
113.760	40.67	427.16	0.014	2.012	25.396	25.258	54.70	1341.15	94.18	-696.88	30.40	3.72	-1.92	-0.14	36.65	61.41	68.70	75.34	80.30	0.005	0.026
113.780	40.67	428.21	0.011	2.006	25.401	25.201	54.77	1386.05	86.04	-679.78	29.91	17.04	-2.04	-0.13	36.73	61.38	68.66	75.33	80.26	0.008	0.028
113.800	40.68	429.66	0.021	2.013	25.403	25.122	54.83	1444.31	81.32	-657.53	20.50	28.00	-2.20	-0.12	36.77	61.40	68.59	75.29	80.29	0.011	0.032
113.820	40.67	431.18	0.014	2.009	25.406	25.028	54.63	1521.92	72.04	-642.55	5.93	26.40	-2.37	-0.11	36.79	61.34	68.53	75.23	80.27	0.015	0.036
113.840	40.66	432.75	0.013	2.004	25.401	24.926	54.83	1612.45	66.51	-652.09	1.02	17.60	-2.47	-0.10	37.06	61.37	68.47	75.18	80.29	0.019	0.040
113.860	40.61	434.00	0.014	2.004	25.403	24.826	54.77	1678.64	67.20	-672.19	10.67	4.80	-2.50	-0.10	36.91	61.35	68.42	75.13	80.30	0.023	0.044
113.880	40.54	435.01	-0.018	2.006	25.407	24.728	54.70	1730.85	64.76	-680.97	19.36	5.62	-2.54	-0.10	36.91	61.31	68.41	75.14	80.29	0.027	0.048
113.900	40.46	436.07	0.020	2.016	25.402	24.617	54.83	1778.51	61.70	-679.35	22.82	14.08	-2.62	-0.09	36.91	61.31	68.39	75.13	80.32	0.032	0.053
113.920	40.36	437.05	0.019	2.012	25.403	24.502	54.70	1805.83	55.64	-681.89	24.80	20.00	-2.65	-0.08	36.71	61.28	68.36	75.11	80.28	0.037	0.058
113.940	40.25	438.02	0.019	2.012	25.405	24.383	54.70	1841.81	56.45	-674.84	14.69	28.48	-2.73	-0.08	36.81	61.28	68.34	75.14	80.32	0.042	0.063
113.960	40.13	439.31	0.020	2.010	25.406	24.235	54.70	1880.51	55.25	-673.26	0.14	24.61	-2.79	-0.08	36.79	61.21	68.33	75.13	80.28	0.048	0.070
113.980	40.02	440.68	0.016	2.009	25.410	24.093	54.63	1915.26	51.39	-688.07	-3.68	10.33	-2.78	-0.07	36.75	61.18	68.33	75.14	80.30	0.055	0.076
114.000	39.92	441.97	0.021	2.009	25.414	23.966	54.77	1935.90	43.01	-702.99	3.80	4.71	-2.75	-0.06	36.75	61.19	68.36	75.17	80.29	0.060	0.081
114.020	39.82	443.46	0.020	2.006	25.419	23.822	54.70	1920.99	39.52	-709.95	16.71	3.39	-2.71	-0.06	36.75	61.22	68.37	75.17	80.29	0.067	0.088
114.040	39.73	445.02	0.023	2.009	25.422	23.688	54.56	1900.54	39.54	-704.72	24.12	8.32	-2.70	-0.06	36.73	61.21	68.39	75.21	80.31	0.073	0.094
114.060	39.67	446.86	0.026	2.012	25.427	23.555	54.83	1883.21	32.14	-691.09	21.61	20.85	-2.72	-0.05	36.71	61.18	68.42	75.24	80.28	0.079	0.100
114.080	39.63	449.01	0.021	2.013	25.431	23.414	54.70	1855.03	26.05	-679.88	11.76	25.57	-2.73	-0.04	36.65	61.13	68.41	75.31	80.30	0.086	0.107
114.100	39.63	451.27	0.020	2.009	25.437	23.297	54.70	1855.01	24.24	-673.81	-0.54	20.44	-2.75	-0.04	36.69	61.16	68.48	75.37	80.26	0.092	0.113
114.120	39.68	453.62	0.027	2.015	25.436	23.209	54.70	1872.60	23.11	-685.22	2.93	10.14	-2.73	-0.03	36.65	61.12	68.53	75.43	80.30	0.096	0.117
114.140	39.72	455.53	0.026	2.004	25.444	23.133	54.70	1861.89	19.52	-686.86	13.53	2.78	-2.71	-0.03	36.63	61.15	68.61	75.49	80.27	0.100	0.120
114.160	39.72	457.29	0.024	2.009	25.447	23.047	54.77	1844.16	13.32	-682.02	21.86	5.78	-2.70	-0.02	36.61	61.16	68.67	75.56	80.29	0.104	0.125
114.180	39.76	458.62	0.032	2.013	25.450	22.999	54.83	1822.88	10.54	-678.26	26.84	14.82	-2.69	-0.02	36.55	61.15	68.72	75.65	80.29	0.107	0.127
114.200	39.79	459.79	0.026	2.009	25.451	22.959	54.77	1784.10	12.33	-667.58	20.50	21.60	-2.67	-0.02	36.67	61.18	68.80	75.75	80.28	0.109	0.129
114.220	39.83	460.77	0.026	2.006	25.452	22.932	54.77	1774.29	10.32	-657.04	5.69	23.74	-2.70	-0.02	36.65	61.18	68.83	75.85	80.30	0.110	0.130
114.240	39.86	461.63	0.021	2.009	25.451	22.911	54.70	1785.47	11.52	-660.75	-1.52	14.94	-2.70	-0.02	36.63	61.16	68.94	75.97	80.27	0.111	0.131
114.260	39.91	462.14	0.023	2.006	25.454	22.915	54.70	1783.95	14.09	-669.30	5.54	1.74	-2.67	-0.02	36.49	61.21	69.05	76.08	80.31	0.111	0.131
114.280	39.96	462.33	0.029	2.010	25.453	22.932	54.77	1794.73	10.98	-674.65	17.13	4.34	-2.66	-0.02	36.49	61.26	69.15	76.18	80.27	0.110	0.130
114.300	39.99	462.25	0.024	2.009	25.457	22.955	54.70	1787.93	12.24	-666.18	20.36	11.28	-2.68	-0.02	36.42	61.31	69.26	76.30	80.30	0.109	0.129
114.320	40.02	462.06	0.029	2.016	25.455	22.981	54.70	1756.54	14.75	-660.64	19.87	17.07	-2.66	-0.02	36.16	61.29	69.33	76.37	80.29	0.108	0.128
114.340	40.04	461.94	0.027	2.013	25.456	22.994	54.63	1746.20	10.18	-651.89	9.80	26.18	-2.68	-0.02	36.40	61.35	69.41	76.49	80.30	0.107	0.127
114.360	40.05	462.02	0.029	2.016	25.452	22.996	54.63	1738.32	13.42	-654.03	0.82	19.98	-2.66	-0.02	36.30	61.40	69.51	76.56	80.30	0.107	0.127
114.380	40.04	462.29	0.033	2.012	25.454	22.977	54.77	1752.47	18.10	-666.12	5.20	7.21	-2.63	-0.03	36.26	61.47	69.68	76.65	80.27	0.108	0.128
114.400	40.03	462.57	0.027	2.012	25.454	22.961	54.77	1762.23	19.36	-676.98	15.15	3.57	-2.60	-0.03	36.24	61.53	69.73	76.71	80.31	0.109	0.129
114.420	40.01	463.00	0.029	2.004	25.456	22.929	54.77	1748.54	12.14	-676.03	23.45	2.73	-2.59	-0.02	36.18	61.57	69.85	76.76	80.26	0.110	0.130
114.440	39.98	463.35	0.027	2.007	25.457	22.895	54.70	1748.21	5.70	-669.21	25.56	10.82	-2.61	-0.01	36.14	61.57	69.90	76.84	80.31	0.112	0.132
114.460	39.96	464.01	0.021	2.007	25.455	22.849	54.70	1737.14	12.04	-655.58	18.07	21.81	-2.65	-0.02	36.08	61.60	70.00	76.89	80.28	0.114	0.134
114.480	39.93	464.79	0.024	2.009	25.453	22.795	54.77	1718.15	16.99	-647.76	4.73	21.23	-2.65	-0.03	36.08	61.61	70.06	76.94	80.29	0.117	0.137
114.500	39.91	465.73	0.024	2.004	25.456	22.736	54.70	1739.25	16.28	-652.56	-3.21	13.99	-2.67	-0.02	36.10	61.69	70.14	76.97	80.30	0.120	0.140
114.520	39.88	466.71	0.026	2.009	25.457	22.669	54.83	1758.33	13.36	-667.93	5.42	3.36	-2.63	-0.02	36.10	61.70	70.23	77.01	80.28	0.123	0.143
114.540	39.83	467.49	0.026	2.015	25.456	22.605	54.70	1755.75	10.92	-672.27	17.59	-0.11	-2.61	-0.02	36.16	61.75	70.34	77.10	80.31	0.126	0.147
114.560	39.80	468.04	0.026	2.004	25.458	22.560	54.70	1761.38	11.91	-668.75	24.65	9.63	-2.63	-0.02	36.24	61.82	70.41	77.14	80.27	0.128	0.149
114.580	39.77	468.66	0.020	2.009	25.455	22.514	54.77	1747.78	14.47	-663.66	24.42	17.97	-2.63	-0.02	36.38	61.86	70.48	77.20	80.31	0.131	0.151
114.600	39.77	469.21	0.024	2.007	25.455	22.485	54.70	1729.77	15.36	-655.52	12.09	21.64	-2.64	-0.02	36.61	61.92	70.59	77.24	80.27	0.132	0.153
114.620	39.78	469.72	0.030	2.009	25.455	22.471	54.77	1735.65	10.38	-659.98	3.17	15.28	-2.63	-0.02	36.63	61.99	70.69	77.31	80.31	0.133	0.153
114.640	39.78	470.23	0.033	2.012	25.454	22.445	54.77	1763.12	11.54	-675.67	8.51	3.57	-2.61	-0.02	36.61	62.01	70.78	77.40	80.29	0.134	0.155
114.660	39.72	470.34	0.024	2.007	25.454	22.407	54.70	1792.41	7.68	-677.94	16.61	0.60	-2.64	-0.01	36.75	62.08	70.89	77.47	80.29	0.136	0.157
114.680	39.68	470.34	0.023	2.007	25.457	22.384	54.63	1797.05	7.69	-673.68	22.42	5.85	-2.67	-0.01	36.87	62.16	70.97	77.58	80.30	0.137	0.158
124.060	40.03	489.89	0.027	4.017	25.506	21.680	54.70	1643.72	57.15	-675.08	18.20	-14.77	-2.43	-0.08	35.87	63.95	76.36	87.94	80.30	0.176	0.188
124.080	40.05	490.00	0.027	4.018	25.504	21.683	54.77	1634.92	57.54	-670.46	18.09	-4.80	-2.44	-0.09	35.79	63.97	76.28	87.94	80.36	0.176	0.188
124.100	40.07	490.08	0.029	4.027	25.503	21.692	54.70	1635.77	55.34	-665.30	6.52	4.74	-2.46	-0.08	35.67	63.89	76.30	87.95	80.31	0.176	0.187
124.120	40.08	489.92	0.029	4.018	25.507	21.704	54.70	1643.01	51.96	-659.68	-8.64	-0.10	-2.49	-0.08	35.79	63.91	76.25	87.97	80.34	0.175	0.187
124.140	40.09	489.49	0.029	4.017	25.504	21.730	54.83	1659.14	52.99	-665.11	-8.58	-9.85	-2.49	-0.08	35.77	63.84	76.22	87.95	80.33	0.174	0.185
124.160	40.11	488.99	0.029	4.014	25.507	21.763	54.77	1657.82	55.25	-672.37	4.35	-15.88	-2.47	-0.08	35.67	63.87	76.22	87.98	80.34	0.172	0.184
124.180	40.13	488.21	0.017	4.024	25.506	21.811	54.83	1651.49	59.53	-673.57	13.80	-12.58	-2.45	-0.09	35.79	63.82	76.20	88.00	80.36	0.169	0.181
124.200	40.17	487.38	0.027	4.023	25.503	21.865	54.83	1652.17	60.24	-671.74	17.33	-1.17	-2.46	-0.09	35.73	63.79	76.20	88.02	80.34	0.166	0.178
124.220	40.24	486.64	0.023	4.021	25.505	21.937	54.77	1634.81	61.70	-663.91	9.97	6.48	-2.46	-0.09	35.69	63.82	76.16	88.05	80.38	0.163	0.174
124.240	40.27	485.90	0.026	4.023	25.503	21.991	54.70	1630.88	61.44	-664.76	-0.90	0.11	-2.45	-0.09	35.67	63.75	76.14	88.07	80.33	0.160	0.171
124.260	40.25	485.20	0.027	4.024	25.502	22.012	54.77	1661.54	58.77	-678.41	-0.76	-9.09	-2.45	-0.09	35.41	63.73	76.14	88.07	80.37	0.159	0.170
124.280	40.24	484.53	0.026	4.018	25.506	22.035	54.70	1666.99	61.43	-682.14	8.41	-17.32	-2.44	-0.09	35.67	63.78	76.14	88.10	80.35	0.157	0.169
124.300	40.25	483.79	0.024	4.021	25.503	22.071	54.83	1662.73	61.83	-676.24	14.52	-16.87	-2.46	-0.09	35.59	63.72	76.09	88.13	80.36	0.155	0.167
124.320	40.25	483.12	0.030	4.021	25.505	22.101	54.63	1660.67	63.59	-670.71	15.70	-5.21	-2.48	-0.09	35.57	63.72	76.14	88.14	80.37	0.154	0.165
124.340	40.23	482.73	0.035	4.021	25.507	22.112	54.70	1638.23	70.84	-665.69	11.37	1.81	-2.46	-0.11	35.51	63.70	76.16	88.14	80.34	0.154	0.165
124.360	40.23	482.50	0.023	4.020	25.503	22.120	54.77	1650.38	69.42	-660.30	-3.10	6.11	-2.50	-0.11	35.43	63.65	76.14	88.14	80.39	0.153	0.164
124.380	40.23	482.34	0.026	4.026	25.504	22.127	54.77	1665.67	66.92	-669.04	-7.91	-3.73	-2.49	-0.10	35.37	63.65	76.17	88.13	80.36	0.153	0.164
124.400	40.24	482.15	0.030	4.014	25.505	22.141	54.77	1666.42	67.23	-676.43	2.65	-16.93	-2.46	-0.10	35.24	63.63	76.19	88.13	80.39	0.152	0.163
124.420	40.24	481.95	0.030	4.016	25.506	22.150	54.70	1670.97	68.01	-674.37	13.09	-14.39	-2.48	-0.10	35.45	63.59	76.19	88.13	80.36	0.151	0.163
124.440	40.23	481.68	0.027	4.017	25.502	22.158	54.77	1653.78	70.99	-673.82	21.76	-9.24	-2.45	-0.11	35.55	63.59	76.22	88.14	80.38	0.151	0.163
124.460	40.23	481.29	0.026	4.014	25.505	22.176	54.70	1635.34	76.33	-669.91	18.96	-1.12	-2.44	-0.11	35.32	63.53	76.22	88.13	80.37	0.150	0.162
124.480	40.21	480.94	0.026	4.018	25.504	22.184	54.70	1648.93	74.03	-663.86	4.24	2.74	-2.48	-0.11	35.30	63.53	76.22	88.14	80.37	0.150	0.161
124.500	40.18	480.58	0.030	4.024	25.504	22.182	54.83	1669.21	68.55	-670.84	-3.77	-8.24	-2.49	-0.10	35.35	63.49	76.20	88.08	80.38	0.150	0.161
124.520	40.15	480.04	0.029	4.024	25.504	22.192	54.70	1679.22	69.27	-680.24	1.67	-19.79	-2.47	-0.10	35.45	63.47	76.22	88.07	80.36	0.149	0.161
124.540	40.13	479.29	0.023	4.017	25.506	22.216	54.70	1680.34	73.07	-679.28	10.87	-17.72	-2.47	-0.11	35.53	63.46	76.25	88.05	80.40	0.148	0.159
124.560	40.12	478.40	0.029	4.018	25.502	22.250	54.77	1662.94	82.38	-672.00	14.12	-13.13	-2.47	-0.12	35.65	63.47	76.25	88.04	80.37	0.146	0.158
124.580	40.10	477.50	0.030	4.024	25.504	22.282	54.77	1648.38	83.09	-673.47	13.20	-3.07	-2.45	-0.12	35.73	63.40	76.27	88.04	80.40	0.145	0.156
124.600	40.09	476.68	0.026	4.018	25.504	22.315	54.77	1659.59	76.89	-666.18	2.10	6.09	-2.49	-0.12	35.87	63.37	76.30	88.00	80.38	0.143	0.154
124.620	40.09	475.89	0.032	4.023	25.505	22.349	54.63	1684.66	78.01	-668.38	-6.45	-2.35	-2.52	-0.12	35.98	63.38	76.27	88.00	80.38	0.141	0.153
124.640	40.07	475.03	0.026	4.016	25.506	22.379	54.77	1710.43	79.27	-683.91	-0.98	-13.14	-2.50	-0.12	35.89	63.37	76.30	87.97	80.39	0.140	0.151
124.660	40.06	474.06	0.023	4.020	25.505	22.420	54.70	1722.49	85.23	-688.13	9.72	-16.40	-2.50	-0.12	36.02	63.37	76.30	87.97	80.38	0.138	0.149
124.680	40.08	472.92	0.024	4.016	25.504	22.487	54.83	1711.23	86.34	-689.14	18.29	-15.33	-2.48	-0.13	36.04	63.38	76.33	87.98	80.40	0.134	0.146
124.700	40.10	471.87	0.027	4.024	25.504	22.545	54.70	1722.69	85.19	-684.79	19.65	-5.08	-2.52	-0.12	36.18	63.38	76.25	87.94	80.36	0.131	0.143
124.720	40.15	470.93	0.026	4.023	25.505	22.621	54.77	1719.40	90.31	-671.30	9.40	3.76	-2.56	-0.13	36.16	63.35	76.25	87.92	80.41	0.127	0.139
124.740	40.18	469.99	0.023	4.024	25.506	22.685	54.70	1706.00	91.47	-663.44	-5.47	0.51	-2.57	-0.14	36.28	63.35	76.19	87.89	80.37	0.124	0.135
124.760	40.19	469.29	0.026	4.023	25.506	22.724	54.77	1716.03	91.32	-672.85	-8.82	-8.30	-2.55	-0.14	36.08	63.28	76.16	87.87	80.40	0.122	0.134
124.780	40.18	468.66	0.024	4.018	25.506	22.749	54.70	1706.63	92.39	-683.24	1.97	-18.31	-2.50	-0.14	36.00	63.32	76.14	87.85	80.39	0.121	0.132
124.800	40.19	468.12	0.026	4.018	25.506	22.778	54.77	1689.92	97.41	-681.33	11.62	-15.89	-2.48	-0.14	35.91	63.31	76.09	87.84	80.39	0.120	0.131
124.820	40.21	467.61	0.027	4.018	25.509	22.814	54.77	1682.20	98.54	-675.17	15.89	-5.52	-2.49	-0.15	35.89	63.27	76.06	87.84	80.39	0.118	0.129
124.840	40.23	467.26	0.029	4.021	25.505	22.844	54.70	1658.23	101.33	-675.09	16.31	1.69	-2.46	-0.15	35.53	63.21	76.00	87.82	80.37	0.116	0.128
124.860	40.25	466.94	0.024	4.018	25.507	22.870	54.70	1658.11	99.79	-666.36	3.37	5.37	-2.49	-0.15	35.71	63.19	75.92	87.78	80.41	0.115	0.126
124.880	40.27	466.67	0.029	4.016	25.510	22.894	54.70	1675.63	97.24	-672.02	-2.52	-5.93	-2.49	-0.14	35.73	63.16	75.89	87.78	80.36	0.114	0.125
124.900	40.28	466.20	0.024	4.018	25.506	22.925	54.70	1686.77	101.65	-685.37	4.18	-19.16	-2.46	-0.15	35.67	63.16	75.82	87.75	80.40	0.113	0.124
124.920	40.28	465.50	0.026	4.016	25.508	22.960	54.56	1694.47	102.59	-685.70	11.30	-18.33	-2.47	-0.15	35.69	63.12	75.78	87.73	80.38	0.111	0.122
124.940	40.28	464.48	0.030	4.020	25.505	23.010	54.70	1687.24	107.18	-681.03	15.94	-13.94	-2.48	-0.16	35.65	63.09	75.76	87.71	80.39	0.108	0.119
124.960	40.25	463.35	0.029	4.016	25.512	23.050	54.70	1676.58	112.91	-671.78	15.11	-5.69	-2.50	-0.17	35.61	63.05	75.71	87.69	80.40	0.107	0.118
124.980	40.23	462.22	0.026	4.018	25.513	23.093	54.77	1671.66	113.53	-664.45	5.72	4.77	-2.52	-0.17	35.63	63.03	75.68	87.65	80.39	0.105	0.115
125.000	40.19	461.08	0.023	4.017	25.508	23.126	54.83	1672.31	112.58	-665.00	-7.03	2.38	-2.51	-0.17	35.53	63.00	75.62	87.58	80.40	0.103	0.114
125.020	40.14	459.99	0.026	4.016	25.512	23.154	54.70	1688.06	116.82	-676.60	-5.53	-9.62	-2.49	-0.17	35.53	62.96	75.60	87.56	80.37	0.102	0.112
125.040	40.12	458.85	0.024	4.018	25.509	23.200	54.70	1699.25	117.66	-686.06	6.23	-13.82	-2.48	-0.17	35.51	62.96	75.56	87.52	80.41	0.100	0.110
125.060	40.13	457.76	0.023	4.018	25.511	23.261	54.83	1681.02	122.50	-682.06	14.47	-13.03	-2.46	-0.18	35.57	62.97	75.51	87.47	80.37	0.097	0.107
125.080	40.11	456.63	0.027	4.024	25.510	23.308	54.70	1673.23	123.16	-681.26	18.86	-7.61	-2.46	-0.18	35.51	62.92	75.48	87.46	80.40	0.094	0.105
125.100	40.11	455.73	0.026	4.018	25.509	23.349	54.70	1680.05	124.79	-674.47	14.15	3.08	-2.49	-0.19	35.49	62.84	75.46	87.45	80.39	0.093	0.103
125.120	40.06	454.95	0.026	4.023	25.510	23.364	54.70	1678.84	130.67	-665.28	1.26	3.05	-2.52	-0.20	35.45	62.84	75.43	87.39	80.39	0.092	0.102
125.140	40.05	454.20	0.021	4.023	25.510	23.394	54.70	1695.64	129.46	-671.08	-4.79	-5.18	-2.53	-0.19	35.32	62.81	75.37	87.36	80.41	0.090	0.101
125.160	40.05	453.50	0.032	4.021	25.513	23.433	54.70	1700.85	127.03	-684.32	0.53	-13.79	-2.49	-0.19	35.45	62.75	75.31	87.31	80.38	0.089	0.099
125.180	40.09	452.72	0.027	4.013	25.515	23.496	54.70	1681.79	129.87	-688.54	10.37	-19.95	-2.44	-0.19	35.37	62.74	75.29	87.24	80.41	0.086	0.096
125.200	40.11	452.01	0.026	4.020	25.515	23.543	54.70	1676.28	134.22	-681.72	13.55	-11.00	-2.46	-0.20	35.34	62.73	75.23	87.21	80.37	0.084	0.094
125.220	40.09	451.39	0.026	4.018	25.513	23.565	54.77	1672.11	138.38	-671.34	11.93	-2.60	-2.49	-0.21	35.41	62.65	75.26	87.16	80.41	0.083	0.093
125.240	40.06	450.92	0.024	4.014	25.516	23.573	54.83	1673.07	142.08	-664.86	7.05	2.74	-2.52	-0.21	35.45	62.61	75.23	87.08	80.38	0.082	0.093
125.260	40.06	450.41	0.027	4.016	25.516	23.599	54.77	1692.34	140.00	-660.62	-5.88	5.74	-2.56	-0.21	35.43	62.56	75.18	87.02	80.41	0.081	0.091
125.280	40.06	449.87	0.023	4.020	25.515	23.625	54.63	1690.87	145.35	-670.32	-6.91	-8.98	-2.52	-0.22	35.55	62.55	75.16	86.95	80.40	0.080	0.090
125.300	40.07	449.12	0.023	4.018	25.513	23.673	54.70	1694.30	153.08	-687.86	5.05	-19.49	-2.46	-0.22	35.43	62.49	75.15	86.91	80.38	0.078	0.088
125.320	40.09	448.34	0.029	4.026	25.514	23.722	54.63	1691.38	162.07	-686.45	14.07	-16.93	-2.46	-0.24	35.49	62.45	75.13	86.87	80.41	0.075	0.086
125.340	40.09	447.44	0.024	4.014	25.520	23.773	54.63	1664.71	163.79	-684.52	19.37	-15.57	-2.43	-0.24	35.59	62.43	75.08	86.79	80.37	0.073	0.084
125.360	40.10	446.54	0.021	4.018	25.517	23.826	54.70	1655.66	166.10	-678.99	17.36	-4.35	-2.44	-0.24	35.67	62.40	75.07	86.76	80.41	0.071	0.081
125.380	40.09	445.80	0.029	4.027	25.515	23.860	54.70	1643.97	170.56	-669.35	6.04	6.02	-2.46	-0.25	35.85	62.32	75.05	86.71	80.38	0.069	0.080
125.400	40.11	445.21	0.030	4.027	25.515	23.900	54.77	1618.71	174.99	-666.18	-4.08	-2.40	-2.43	-0.26	35.87	62.32	75.04	86.62	80.41	0.068	0.078
125.420	40.12	444.67	0.024	4.021	25.517	23.938	54.83	1621.74	173.28	-680.05	-2.76	-13.01	-2.38	-0.25	36.06	62.29	75.01	86.58	80.39	0.066	0.076
125.440	40.12	444.04	0.026	4.026	25.514	23.974	54.77	1634.30	171.74	-686.50	6.52	-18.03	-2.38	-0.25	36.14	62.24	74.97	86.52	80.39	0.064	0.074
125.460	40.12	443.42	0.023	4.016	25.520	24.008	54.77	1623.21	174.17	-685.05	14.30	-18.04	-2.37	-0.25	36.20	62.27	74.94	86.46	80.40	0.063	0.073
125.480	40.12	442.56	0.030	4.026	25.516	24.052	54.77	1617.38	180.72	-680.57	18.68	-8.12	-2.38	-0.27	36.26	62.18	74.94	86.43	80.38	0.061	0.071
125.500	40.10	441.89	0.024	4.021	25.519	24.077	54.77	1606.67	181.72	-673.35	16.88	1.48	-2.39	-0.27	36.24	62.18	74.88	86.36	80.40	0.060	0.070
125.520	40.11	441.23	0.026	4.018	25.521	24.122	54.77	1598.02	181.78	-657.61	3.04	4.88	-2.43	-0.28	36.34	62.13	74.86	86.27	80.37	0.058	0.068
125.540	40.13	440.52	0.027	4.027	25.521	24.169	54.77	1612.97	177.64	-655.17	-6.96	-2.39	-2.46	-0.27	36.34	62.13	74.79	86.20	80.41	0.056	0.066
125.560	40.12	439.74	0.026	4.017	25.520	24.209	54.63	1616.20	176.17	-669.77	-2.24	-15.36	-2.41	-0.26	36.30	62.14	74.77	86.13	80.39	0.054	0.064
125.580	40.12	438.77	0.029	4.027	25.519	24.260	54.63	1598.16	188.67	-679.18	8.41	-18.30	-2.35	-0.28	36.28	62.10	74.72	86.05	80.40	0.052	0.062
125.600	40.11	437.91	0.026	4.016	25.518	24.299	54.70	1577.02	196.38	-682.58	17.42	-14.07	-2.31	-0.29	36.24	62.08	74.69	86.02	80.39	0.050	0.060
125.620	40.11	437.20	0.029	4.027	25.517	24.338	54.77	1558.26	198.27	-681.46	20.24	-9.06	-2.29	-0.29	36.24	62.05	74.64	85.94	80.39	0.048	0.058
125.640	40.11	436.58	0.029	4.026	25.516	24.373	54.63	1537.48	197.99	-669.53	9.81	-1.44	-2.30	-0.30	36.16	61.98	74.55	85.84	80.42	0.047	0.057
125.660	40.13	435.99	0.023	4.014	25.522	24.420	54.70	1525.49	195.92	-660.41	-4.56	-0.25	-2.31	-0.30	36.08	61.91	74.49	85.75	80.38	0.045	0.055
125.680	40.16	435.48	0.023	4.017	25.520	24.465	54.77	1529.62	201.01	-658.64	-13.65	-8.94	-2.32	-0.31	36.04	61.85	74.41	85.66	80.41	0.043	0.053
125.700	40.18	435.13	0.024	4.018	25.519	24.499	54.70	1547.85	205.50	-672.73	-7.07	-15.19	-2.30	-0.31	36.04	61.82	74.34	85.58	80.37	0.042	0.051
125.720	40.17	434.31	0.023	4.021	25.519	24.537	54.63	1541.24	208.81	-686.39	6.72	-16.27	-2.25	-0.30	35.79	61.76	74.28	85.50	80.41	0.040	0.050
125.740	40.15	433.53	0.026	4.023	25.520	24.573	54.77	1512.51	213.25	-686.96	14.04	-11.11	-2.20	-0.31	35.77	61.70	74.25	85.39	80.39	0.039	0.048
125.760	40.14	432.71	0.024	4.016	25.518	24.614	54.70	1487.00	211.65	-688.72	18.16	-2.22	-2.16	-0.31	36.02	61.70	74.17	85.30	80.39	0.037	0.047
125.780	40.15	432.08	0.026	4.018	25.519	24.652	54.77	1456.14	215.57	-676.52	12.83	4.78	-2.15	-0.32	36.06	61.63	74.09	85.18	80.41	0.035	0.045
125.800	40.15	431.57	0.021	4.018	25.519	24.681	54.77	1445.25	221.08	-660.48	-1.25	3.77	-2.19	-0.33	35.96	61.63	74.03	85.07	80.37	0.034	0.044
125.820	40.16	431.07	0.026	4.018	25.517	24.719	54.70	1445.12	217.76	-665.74	-8.69	-4.64	-2.17	-0.33	35.65	61.57	73.97	84.95	80.39	0.032	0.042
125.840	40.18	430.48	0.029	4.023	25.516	24.761	54.70	1419.72	220.85	-679.06	-2.83	-14.70	-2.09	-0.33	35.59	61.57	73.90	84.79	80.36	0.030	0.040
125.860	40.19	429.86	0.032	4.021	25.521	24.806	54.77	1393.07	225.12	-685.04	8.94	-16.21	-2.03	-0.33	35.77	61.57	73.82	84.69	80.40	0.029	0.038
125.880	40.19	429.23	0.023	4.021	25.519	24.842	54.83	1362.62	225.64	-687.59	18.69	-11.59	-1.98	-0.33	35.83	61.53	73.76	84.56	80.36	0.027	0.037
125.900	40.19	428.68	0.026	4.021	25.521	24.877	54.70	1320.03	230.24	-681.19	20.65	-4.36	-1.94	-0.34	35.79	61.53	73.70	84.46	80.38	0.026	0.035
125.920	40.20	428.33	0.029	4.024	25.518	24.903	54.77	1298.07	221.02	-670.59	12.06	7.96	-1.94	-0.33	35.75	61.51	73.62	84.30	80.38	0.025	0.034
125.940	40.20	428.02	0.023	4.016	25.514	24.918	54.70	1291.20	210.71	-654.18	-3.61	8.21	-1.97	-0.32	35.55	61.44	73.56	84.11	80.37	0.024	0.034
125.960	40.18	427.71	0.021	4.026	25.518	24.925	54.70	1282.82	212.20	-652.36	-12.75	-4.75	-1.97	-0.33	35.53	61.41	73.46	83.97	80.39	0.024	0.033
125.980	40.16	427.16	0.021	4.021	25.519	24.945	54.70	1270.16	217.70	-667.54	-5.09	-11.74	-1.90	-0.33	35.63	61.38	73.37	83.84	80.36	0.023	0.033
126.000	40.17	426.42	0.030	4.027	25.517	24.991	54.63	1223.22	226.88	-675.44	7.69	-11.18	-1.81	-0.34	35.63	61.34	73.30	83.71	80.39	0.021	0.031
