TIRF Data File: Project 1320; Run 128
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
572.539	40.13	328.83	-5.990	2.015	25.118	32.201	54.29	-1791.48	876.32	-718.68	15.24	-5.72	2.49	-1.22	36.22	66.99	90.68	93.55	80.58	-0.220	-0.201
572.559	40.11	328.48	-5.985	2.016	25.118	32.217	54.36	-1757.20	862.10	-723.60	24.78	5.12	2.43	-1.19	36.06	66.99	90.74	93.59	80.59	-0.220	-0.201
572.579	40.09	327.85	-5.982	2.015	25.120	32.264	54.43	-1720.46	835.94	-712.01	17.95	22.80	2.42	-1.17	36.30	67.11	90.81	93.63	80.57	-0.221	-0.202
572.599	40.07	327.15	-5.997	2.019	25.119	32.317	54.43	-1712.70	816.16	-692.91	3.03	26.51	2.47	-1.18	36.28	67.12	90.82	93.69	80.61	-0.223	-0.204
572.619	40.08	326.25	-5.959	2.016	25.118	32.416	54.23	-1709.54	803.66	-674.71	-4.41	21.73	2.53	-1.19	36.30	67.15	90.90	93.73	80.56	-0.225	-0.206
572.639	40.10	325.15	-5.985	2.018	25.119	32.543	54.43	-1705.33	790.48	-672.93	-1.18	14.41	2.53	-1.17	36.34	67.20	90.93	93.75	80.60	-0.228	-0.209
572.659	40.14	324.10	-5.984	2.015	25.120	32.683	54.23	-1733.86	772.36	-684.80	0.36	4.58	2.53	-1.13	36.08	67.23	90.98	93.81	80.58	-0.231	-0.213
572.679	40.19	322.89	-5.984	2.019	25.119	32.844	54.23	-1754.04	760.37	-701.70	-1.55	0.55	2.50	-1.08	36.34	67.27	91.01	93.84	80.59	-0.235	-0.216
572.699	40.24	321.79	-5.988	2.019	25.119	32.993	54.29	-1760.25	764.96	-711.94	2.14	0.68	2.47	-1.07	36.38	67.36	91.09	93.89	80.59	-0.239	-0.220
572.719	40.29	320.89	-5.984	2.019	25.119	33.128	54.36	-1763.46	769.51	-716.07	12.20	-2.64	2.46	-1.07	36.42	67.42	91.14	93.95	80.57	-0.242	-0.223
572.739	40.32	320.15	-5.991	2.013	25.122	33.235	54.29	-1742.95	753.14	-714.47	20.11	2.95	2.44	-1.05	36.49	67.50	91.22	94.02	80.60	-0.244	-0.226
572.759	40.37	319.37	-5.979	2.018	25.127	33.356	54.36	-1713.44	728.56	-707.89	19.51	17.03	2.42	-1.03	36.36	67.50	91.25	94.07	80.56	-0.247	-0.228
572.779	40.42	318.67	-5.987	2.013	25.126	33.472	54.43	-1694.14	717.49	-691.56	10.37	27.66	2.45	-1.04	36.51	67.53	91.31	94.14	80.60	-0.249	-0.231
572.799	40.48	317.96	-5.988	2.016	25.130	33.592	54.43	-1678.74	708.76	-669.22	-0.96	28.23	2.51	-1.06	36.59	67.49	91.33	94.20	80.56	-0.252	-0.234
572.819	40.54	317.26	-5.988	2.015	25.126	33.721	54.29	-1675.15	691.06	-659.59	-4.59	17.64	2.54	-1.05	36.51	67.58	91.37	94.26	80.60	-0.255	-0.237
572.839	40.60	316.67	-5.985	2.016	25.130	33.834	54.36	-1707.39	682.64	-672.97	-0.90	7.77	2.54	-1.01	36.53	67.65	91.42	94.30	80.58	-0.257	-0.239
572.859	40.61	316.09	-5.987	2.016	25.130	33.904	54.43	-1763.46	700.24	-696.57	2.45	4.06	2.53	-1.01	36.61	67.71	91.47	94.34	80.58	-0.259	-0.241
572.879	40.61	315.77	-5.988	2.016	25.130	33.938	54.29	-1833.07	733.45	-713.10	2.38	-6.84	2.57	-1.03	36.61	67.78	91.50	94.40	80.59	-0.260	-0.242
572.899	40.61	315.89	-5.981	2.013	25.130	33.922	54.43	-1850.35	746.55	-725.58	8.53	-15.22	2.55	-1.03	36.77	67.93	91.58	94.49	80.57	-0.259	-0.241
572.919	40.60	316.32	-5.987	2.016	25.128	33.864	54.23	-1828.17	747.63	-731.75	20.33	-9.76	2.50	-1.02	36.89	68.00	91.63	94.55	80.60	-0.258	-0.240
572.939	40.57	316.79	-5.987	2.019	25.133	33.794	54.29	-1808.93	746.01	-723.30	25.00	3.01	2.50	-1.03	36.83	68.06	91.67	94.63	80.57	-0.256	-0.238
572.959	40.56	317.02	-5.987	2.016	25.135	33.761	54.43	-1769.69	740.06	-697.38	15.40	17.45	2.54	-1.06	36.65	68.09	91.74	94.69	80.60	-0.256	-0.238
572.979	40.55	317.02	-5.982	2.019	25.139	33.754	54.36	-1717.74	718.98	-680.66	4.23	23.55	2.52	-1.06	36.67	68.12	91.80	94.72	80.57	-0.255	-0.238
572.999	40.53	316.63	-5.987	2.013	25.140	33.772	54.43	-1686.34	689.41	-667.90	-0.92	18.66	2.52	-1.03	36.63	68.13	91.85	94.79	80.59	-0.256	-0.238
573.019	40.50	315.74	-5.981	2.022	25.138	33.849	54.43	-1688.25	675.86	-660.90	-0.33	10.58	2.55	-1.02	36.65	68.16	91.86	94.79	80.59	-0.257	-0.240
573.039	40.45	314.68	-5.985	2.020	25.138	33.919	54.36	-1727.78	679.62	-664.78	1.72	2.64	2.60	-1.02	36.71	68.22	91.92	94.88	80.58	-0.259	-0.241
573.059	40.40	313.59	-5.987	2.018	25.141	33.998	54.43	-1765.90	685.75	-678.40	1.29	-1.06	2.60	-1.01	36.81	68.28	91.99	94.92	80.60	-0.261	-0.243
573.079	40.39	312.73	-5.976	2.019	25.141	34.077	54.56	-1774.08	692.52	-693.70	3.62	-0.44	2.56	-1.00	36.71	68.32	92.04	95.00	80.57	-0.262	-0.245
573.099	40.36	312.10	-5.988	2.018	25.137	34.120	54.36	-1779.91	702.62	-698.34	12.53	-5.75	2.55	-1.01	36.73	68.40	92.13	95.02	80.60	-0.263	-0.246
573.119	40.34	311.67	-5.988	2.018	25.137	34.156	54.36	-1762.01	698.28	-706.11	23.86	-3.63	2.50	-0.99	36.73	68.43	92.15	95.11	80.57	-0.264	-0.247
573.139	40.34	311.40	-5.985	2.022	25.136	34.182	54.36	-1726.03	683.60	-703.86	26.88	12.02	2.45	-0.97	36.77	68.45	92.21	95.16	80.59	-0.265	-0.247
573.159	40.35	311.05	-5.987	2.019	25.139	34.228	54.29	-1701.45	673.12	-687.14	16.08	24.74	2.48	-0.98	36.77	68.50	92.22	95.20	80.58	-0.266	-0.248
573.179	40.35	310.85	-5.985	2.015	25.140	34.254	54.36	-1682.21	667.56	-655.31	-0.06	25.25	2.57	-1.02	36.83	68.54	92.27	95.27	80.58	-0.266	-0.249
573.199	40.38	310.54	-5.982	2.013	25.142	34.312	54.43	-1676.72	656.66	-643.34	-5.13	15.70	2.61	-1.02	36.77	68.54	92.32	95.30	80.60	-0.267	-0.250
573.219	40.39	310.38	-5.979	2.016	25.137	34.334	54.29	-1710.21	655.14	-656.09	0.14	6.02	2.61	-1.00	36.89	68.60	92.37	95.34	80.56	-0.268	-0.250
573.239	40.40	310.26	-5.990	2.015	25.138	34.358	54.50	-1760.24	670.70	-680.71	2.91	1.13	2.59	-0.99	36.93	68.70	92.44	95.40	80.61	-0.268	-0.251
573.259	40.41	310.54	-5.984	2.019	25.133	34.336	54.43	-1808.08	696.08	-695.98	1.16	-4.20	2.60	-1.00	36.91	68.76	92.51	95.46	80.56	-0.268	-0.249
573.279	40.45	311.16	-5.982	2.018	25.133	34.299	54.36	-1810.81	713.78	-704.64	5.30	-9.75	2.57	-1.01	36.97	68.83	92.57	95.52	80.60	-0.267	-0.248
573.299	40.49	312.10	-5.990	2.015	25.136	34.235	54.36	-1770.59	714.88	-710.35	15.58	-6.21	2.49	-1.01	36.85	68.88	92.63	95.60	80.57	-0.266	-0.246
573.319	40.54	312.84	-5.985	2.016	25.133	34.193	54.29	-1750.06	708.09	-710.80	22.52	4.60	2.46	-1.00	36.89	68.97	92.70	95.66	80.59	-0.265	-0.245
573.339	40.51	313.59	-5.987	2.015	25.134	34.085	54.43	-1742.36	701.14	-711.01	19.07	16.87	2.45	-0.99	37.16	69.02	92.74	95.74	80.58	-0.263	-0.243
573.359	40.46	314.09	-5.985	2.019	25.133	33.986	54.36	-1718.55	702.74	-689.23	6.75	25.75	2.49	-1.02	37.03	69.04	92.82	95.78	80.58	-0.261	-0.241
573.379	40.44	314.64	-5.987	2.015	25.134	33.915	54.43	-1695.86	706.67	-667.06	-1.12	22.45	2.54	-1.06	37.06	69.02	92.87	95.81	80.60	-0.259	-0.239
573.399	40.43	314.76	-5.984	2.022	25.134	33.895	54.29	-1689.38	693.11	-662.19	-3.52	12.63	2.55	-1.05	37.18	69.08	92.90	95.81	80.57	-0.258	-0.239
573.419	40.44	314.84	-5.985	2.009	25.133	33.894	54.36	-1715.67	680.30	-680.79	-0.88	4.06	2.52	-1.00	37.10	69.11	92.96	95.89	80.59	-0.259	-0.239
573.439	40.45	314.88	-5.985	2.020	25.132	33.894	54.36	-1766.61	696.29	-705.97	1.97	-0.14	2.50	-0.99	37.03	69.20	93.00	95.89	80.56	-0.259	-0.239
573.459	40.44	315.11	-5.984	2.022	25.134	33.865	54.29	-1785.73	728.44	-714.21	4.00	-1.62	2.50	-1.02	37.10	69.20	93.04	95.95	80.59	-0.258	-0.238
573.479	40.41	315.50	-5.992	2.016	25.133	33.799	54.43	-1773.83	739.83	-716.15	11.31	-6.25	2.48	-1.03	37.12	69.24	93.06	95.98	80.58	-0.256	-0.237
573.499	40.39	316.01	-5.988	2.015	25.136	33.726	54.29	-1742.09	722.25	-722.00	21.62	-5.11	2.41	-1.00	37.18	69.29	93.12	96.04	80.59	-0.255	-0.235
573.519	40.37	316.40	-5.987	2.019	25.139	33.665	54.29	-1700.75	707.36	-713.96	23.94	11.30	2.38	-0.99	37.18	69.30	93.19	96.10	80.59	-0.253	-0.234
573.539	40.36	316.71	-5.984	2.016	25.137	33.624	54.23	-1681.01	711.07	-687.62	11.81	25.79	2.44	-1.03	37.20	69.29	93.22	96.13	80.57	-0.252	-0.233
573.559	40.36	317.06	-5.987	2.018	25.137	33.590	54.36	-1670.60	708.64	-667.48	-0.74	25.15	2.50	-1.06	37.20	69.29	93.25	96.16	80.59	-0.252	-0.232
573.579	40.36	317.22	-5.984	2.026	25.135	33.574	54.43	-1650.27	691.42	-659.01	-4.19	19.44	2.50	-1.05	37.44	69.29	93.31	96.13	80.56	-0.251	-0.232
573.599	40.36	317.53	-5.984	2.020	25.136	33.541	54.36	-1663.76	685.60	-664.33	-1.02	12.11	2.50	-1.03	37.26	69.30	93.36	96.17	80.60	-0.251	-0.231
573.619	40.37	317.85	-5.987	2.020	25.140	33.512	54.43	-1709.95	707.50	-674.48	-0.23	5.51	2.54	-1.05	37.26	69.33	93.37	96.18	80.56	-0.250	-0.230
573.639	40.36	318.43	-5.988	2.019	25.137	33.442	54.43	-1742.71	736.59	-693.51	-0.33	0.82	2.51	-1.06	37.08	69.36	93.36	96.21	80.59	-0.248	-0.229
573.659	40.35	319.29	-5.987	2.015	25.140	33.344	54.36	-1757.68	756.57	-705.08	4.55	-3.61	2.49	-1.07	37.32	69.39	93.44	96.24	80.58	-0.246	-0.226
573.679	40.34	320.42	-5.984	2.019	25.143	33.219	54.36	-1761.01	774.46	-716.71	16.34	-2.80	2.46	-1.08	37.32	69.45	93.47	96.29	80.57	-0.243	-0.223
573.699	40.33	321.83	-5.984	2.026	25.137	33.066	54.29	-1765.19	789.91	-721.38	24.32	3.59	2.45	-1.09	37.48	69.42	93.50	96.30	80.60	-0.240	-0.220
573.719	40.33	323.24	-5.987	2.020	25.140	32.922	54.43	-1755.94	804.14	-712.27	20.03	14.44	2.47	-1.13	37.38	69.45	93.50	96.37	80.56	-0.236	-0.216
573.739	40.34	324.68	-5.988	2.019	25.139	32.783	54.43	-1728.97	808.55	-689.93	5.62	24.10	2.51	-1.17	37.38	69.43	93.50	96.39	80.60	-0.233	-0.213
573.759	40.37	325.97	-5.990	2.013	25.142	32.676	54.43	-1726.15	812.60	-669.53	-3.35	18.08	2.58	-1.21	37.40	69.45	93.55	96.40	80.56	-0.231	-0.210
573.779	40.40	327.03	-5.988	2.012	25.142	32.597	54.36	-1736.59	818.78	-665.71	-1.39	5.75	2.61	-1.23	37.34	69.45	93.53	96.42	80.60	-0.229	-0.209
573.799	40.39	327.93	-5.991	2.016	25.137	32.500	54.36	-1731.93	817.85	-680.72	1.32	4.98	2.54	-1.20	37.44	69.46	93.53	96.40	80.58	-0.227	-0.206
573.819	40.39	328.52	-5.982	2.019	25.141	32.438	54.36	-1742.69	824.51	-696.77	-0.66	3.15	2.50	-1.18	37.48	69.43	93.50	96.40	80.59	-0.225	-0.205
573.839	40.37	329.06	-5.990	2.018	25.143	32.373	54.36	-1753.07	840.79	-704.37	2.76	-3.75	2.49	-1.19	37.56	69.48	93.53	96.40	80.59	-0.223	-0.203
573.859	40.38	329.53	-5.985	2.018	25.141	32.334	54.29	-1742.88	852.21	-706.64	14.86	-4.06	2.47	-1.21	37.75	69.48	93.52	96.40	80.57	-0.222	-0.202
573.879	40.39	329.88	-5.987	2.016	25.143	32.304	54.36	-1723.09	848.11	-701.57	23.37	5.35	2.46	-1.21	37.61	69.48	93.53	96.43	80.60	-0.222	-0.201
573.899	40.38	330.23	-5.984	2.020	25.142	32.262	54.43	-1697.34	833.55	-688.80	16.15	21.50	2.46	-1.21	37.63	69.43	93.53	96.46	80.56	-0.221	-0.200
573.919	40.37	330.55	-5.981	2.012	25.140	32.228	54.36	-1680.27	825.77	-669.06	1.41	29.97	2.51	-1.23	37.59	69.41	93.53	96.45	80.60	-0.220	-0.199
573.939	40.35	330.90	-5.985	2.010	25.147	32.179	54.43	-1674.00	829.85	-650.66	-5.00	23.42	2.57	-1.28	37.63	69.38	93.52	96.42	80.57	-0.219	-0.198
573.959	40.35	331.29	-5.987	2.018	25.141	32.137	54.43	-1671.97	831.00	-648.23	-3.79	15.89	2.58	-1.28	37.63	69.36	93.50	96.42	80.59	-0.218	-0.197
573.979	40.35	331.64	-5.988	2.016	25.139	32.103	54.36	-1697.05	834.51	-665.81	-0.37	9.25	2.55	-1.25	37.65	69.35	93.48	96.40	80.59	-0.217	-0.196
573.999	40.34	332.27	-5.982	2.019	25.137	32.039	54.23	-1735.42	851.86	-686.82	0.90	3.31	2.53	-1.24	37.69	69.36	93.48	96.39	80.57	-0.215	-0.195
574.019	40.35	333.05	-5.988	2.015	25.140	31.967	54.29	-1741.12	876.75	-701.82	4.68	1.13	2.48	-1.25	37.67	69.35	93.45	96.39	80.59	-0.214	-0.193
574.039	40.36	334.26	-5.981	2.020	25.136	31.859	54.29	-1732.34	900.96	-700.31	12.46	0.51	2.47	-1.29	37.85	69.38	93.44	96.39	80.56	-0.211	-0.190
574.059	40.38	335.43	-5.988	2.015	25.140	31.762	54.43	-1721.51	913.10	-701.37	22.08	5.87	2.45	-1.30	37.69	69.33	93.45	96.37	80.61	-0.209	-0.188
574.079	40.39	336.72	-5.984	2.016	25.137	31.655	54.36	-1705.24	919.92	-700.74	21.15	19.33	2.43	-1.31	37.67	69.30	93.45	96.39	80.56	-0.206	-0.185
574.099	40.39	338.05	-5.982	2.019	25.137	31.523	54.43	-1679.97	920.93	-682.81	6.70	26.61	2.46	-1.35	37.83	69.29	93.45	96.34	80.60	-0.203	-0.182
574.119	40.34	339.15	-5.981	2.015	25.136	31.385	54.36	-1637.25	904.63	-661.18	-6.55	23.49	2.48	-1.37	37.65	69.32	93.44	96.33	80.58	-0.199	-0.178
574.139	40.32	340.04	-5.985	2.019	25.135	31.284	54.29	-1639.24	902.61	-664.29	-4.60	16.79	2.47	-1.36	37.69	69.27	93.48	96.34	80.58	-0.197	-0.175
574.159	40.30	340.79	-5.987	2.018	25.135	31.201	54.43	-1686.04	932.67	-686.20	1.39	9.20	2.46	-1.36	37.63	69.29	93.48	96.29	80.59	-0.194	-0.173
574.179	40.28	341.53	-5.982	2.018	25.135	31.123	54.36	-1717.10	966.36	-700.55	-0.40	4.70	2.45	-1.38	37.75	69.27	93.50	96.30	80.57	-0.192	-0.171
574.199	40.25	342.31	-5.984	2.016	25.132	31.027	54.43	-1717.39	994.48	-711.32	2.96	0.79	2.41	-1.40	37.75	69.26	93.50	96.27	80.60	-0.190	-0.168
574.219	40.23	343.21	-5.985	2.015	25.132	30.931	54.36	-1695.82	1005.89	-714.42	13.84	1.92	2.37	-1.41	37.73	69.27	93.48	96.29	80.56	-0.188	-0.166
574.239	40.23	344.07	-5.991	2.015	25.134	30.850	54.43	-1655.95	1004.70	-717.70	20.55	14.23	2.31	-1.40	37.75	69.23	93.50	96.29	80.59	-0.185	-0.164
574.259	40.25	344.66	-5.987	2.020	25.136	30.819	54.36	-1638.14	1004.82	-709.32	14.37	26.72	2.31	-1.42	37.73	69.21	93.48	96.26	80.57	-0.184	-0.163
574.279	40.24	345.12	-5.988	2.019	25.137	30.766	54.36	-1631.53	1003.97	-692.18	2.24	28.62	2.36	-1.45	37.75	69.16	93.47	96.24	80.59	-0.183	-0.161
574.299	40.19	345.67	-5.990	2.013	25.134	30.678	54.43	-1607.74	994.86	-672.00	-5.45	23.84	2.39	-1.48	37.75	69.11	93.45	96.21	80.58	-0.181	-0.159
574.319	40.15	345.98	-5.988	2.016	25.133	30.622	54.36	-1612.08	989.37	-674.32	-3.76	13.41	2.39	-1.47	37.75	69.11	93.44	96.16	80.58	-0.179	-0.158
574.339	40.13	346.22	-5.990	2.016	25.135	30.584	54.36	-1628.77	995.58	-691.12	-0.15	8.31	2.36	-1.44	37.59	69.00	93.45	96.13	80.59	-0.178	-0.156
574.359	40.13	346.53	-5.984	2.020	25.132	30.557	54.29	-1639.69	1022.33	-705.90	1.70	9.30	2.32	-1.45	37.87	69.02	93.44	96.10	80.56	-0.178	-0.156
574.379	40.14	347.08	-5.991	2.015	25.138	30.519	54.43	-1645.74	1048.92	-708.01	6.40	3.68	2.32	-1.48	37.89	69.00	93.42	96.10	80.60	-0.176	-0.155
574.399	40.18	347.82	-5.987	2.022	25.132	30.482	54.50	-1636.66	1051.91	-712.53	16.36	3.81	2.30	-1.48	37.81	68.95	93.41	96.08	80.56	-0.176	-0.154
574.419	40.21	348.53	-5.991	2.016	25.137	30.441	54.43	-1608.88	1049.11	-707.29	18.77	18.52	2.27	-1.48	37.77	68.94	93.36	96.04	80.59	-0.174	-0.153
574.439	40.21	349.38	-5.987	2.016	25.133	30.370	54.43	-1593.23	1053.61	-685.86	6.35	30.78	2.32	-1.54	37.81	68.88	93.36	96.04	80.57	-0.172	-0.151
574.459	40.20	350.13	-5.991	2.015	25.134	30.299	54.29	-1568.11	1049.80	-665.25	-6.86	31.95	2.36	-1.58	37.83	68.83	93.33	96.02	80.59	-0.170	-0.149
574.479	40.21	350.99	-5.988	2.018	25.135	30.228	54.43	-1560.12	1038.55	-663.15	-7.38	23.82	2.35	-1.57	37.83	68.79	93.31	96.00	80.59	-0.168	-0.147
574.499	40.22	351.65	-5.987	2.010	25.137	30.178	54.43	-1606.04	1051.03	-675.35	-4.80	13.21	2.38	-1.56	37.79	68.78	93.30	95.97	80.57	-0.167	-0.145
574.519	40.24	352.51	-5.985	2.012	25.138	30.118	54.43	-1663.63	1100.69	-688.83	-4.45	6.55	2.42	-1.60	37.81	68.76	93.26	95.94	80.60	-0.165	-0.143
574.539	40.25	353.49	-5.979	2.019	25.137	30.042	54.29	-1685.19	1157.13	-701.46	0.52	-0.07	2.40	-1.65	37.83	68.72	93.23	95.92	80.56	-0.163	-0.141
574.559	40.24	354.74	-5.984	2.013	25.132	29.929	54.43	-1660.92	1184.65	-708.90	10.48	-0.15	2.34	-1.67	37.71	68.70	93.20	95.91	80.60	-0.160	-0.138
574.579	40.24	355.99	-5.987	2.016	25.133	29.824	54.36	-1630.28	1193.08	-711.04	17.66	10.61	2.29	-1.68	37.79	68.67	93.19	95.91	80.57	-0.157	-0.135
574.599	40.23	357.01	-5.987	2.016	25.133	29.732	54.36	-1615.13	1204.37	-700.70	13.46	20.96	2.31	-1.72	37.83	68.63	93.15	95.91	80.59	-0.155	-0.132
574.619	40.24	357.83	-5.990	2.019	25.135	29.674	54.43	-1583.59	1199.70	-677.63	1.16	26.35	2.34	-1.77	37.81	68.56	93.09	95.84	80.58	-0.153	-0.131
574.639	40.25	358.33	-5.990	2.015	25.134	29.636	54.36	-1548.08	1173.33	-660.29	-7.11	24.16	2.34	-1.78	37.81	68.50	93.06	95.82	80.58	-0.152	-0.129
574.659	40.24	358.57	-5.992	2.015	25.136	29.613	54.36	-1557.59	1148.72	-667.98	-6.16	14.40	2.33	-1.72	37.87	68.45	93.04	95.79	80.59	-0.151	-0.129
574.679	40.24	358.69	-5.991	2.026	25.129	29.600	54.36	-1587.99	1161.43	-680.80	-5.35	11.11	2.33	-1.71	37.87	68.37	93.00	95.76	80.57	-0.151	-0.128
574.699	40.22	358.80	-5.988	2.018	25.133	29.576	54.36	-1604.52	1199.93	-687.01	-3.80	9.21	2.34	-1.75	37.91	68.40	92.95	95.71	80.60	-0.150	-0.128
574.719	40.21	359.04	-5.990	2.018	25.137	29.550	54.36	-1597.53	1220.99	-691.62	4.10	1.97	2.31	-1.77	37.91	68.28	92.93	95.69	80.56	-0.149	-0.127
574.739	40.22	359.43	-5.982	2.019	25.133	29.525	54.43	-1565.99	1217.28	-699.97	14.39	8.63	2.24	-1.74	37.95	68.25	92.90	95.65	80.59	-0.149	-0.126
574.759	40.17	359.78	-5.981	2.004	25.136	29.462	54.36	-1538.67	1220.70	-692.00	12.88	24.28	2.22	-1.76	37.91	68.25	92.90	95.62	80.57	-0.147	-0.124
574.779	40.11	360.17	-5.988	2.010	25.135	29.382	54.36	-1522.42	1229.38	-675.30	0.78	31.11	2.25	-1.82	37.69	68.16	92.85	95.60	80.59	-0.145	-0.122
574.799	40.05	360.45	-5.984	2.018	25.131	29.316	54.56	-1494.09	1223.62	-660.74	-7.30	29.78	2.26	-1.85	38.03	68.10	92.82	95.56	80.59	-0.143	-0.120
574.819	40.00	360.84	-5.987	2.019	25.129	29.253	54.29	-1494.69	1218.23	-665.32	-5.53	21.05	2.25	-1.83	38.01	68.03	92.79	95.50	80.58	-0.141	-0.118
574.839	39.98	361.31	-5.981	2.019	25.125	29.195	54.43	-1523.44	1233.19	-677.07	-5.74	11.20	2.25	-1.82	38.16	68.02	92.78	95.46	80.60	-0.139	-0.116
574.859	39.93	361.70	-5.994	2.015	25.126	29.129	54.43	-1542.17	1274.42	-687.08	-7.18	8.04	2.24	-1.85	37.89	67.96	92.74	95.39	80.56	-0.137	-0.114
574.879	39.91	362.28	-5.988	2.013	25.122	29.065	54.36	-1534.34	1323.73	-689.25	-1.57	6.01	2.23	-1.92	37.99	67.94	92.74	95.36	80.60	-0.136	-0.112
574.899	39.88	363.22	-5.981	2.018	25.121	28.973	54.29	-1514.41	1353.20	-697.44	10.54	6.54	2.17	-1.94	37.93	67.91	92.73	95.36	80.57	-0.133	-0.110
574.919	39.85	364.16	-5.990	2.018	25.121	28.878	54.43	-1487.60	1363.91	-704.98	16.03	15.67	2.11	-1.93	37.95	67.87	92.68	95.29	80.59	-0.130	-0.107
574.939	39.84	364.86	-5.984	2.016	25.122	28.812	54.36	-1440.38	1356.36	-694.95	6.88	27.15	2.07	-1.95	37.99	67.83	92.65	95.21	80.59	-0.128	-0.105
574.959	39.83	365.53	-5.987	2.015	25.120	28.753	54.36	-1407.08	1331.83	-676.23	-7.03	29.96	2.08	-1.97	37.97	67.74	92.65	95.16	80.58	-0.126	-0.103
574.979	39.86	366.07	-5.984	2.018	25.121	28.734	54.36	-1424.06	1319.80	-671.27	-9.93	21.53	2.12	-1.97	38.01	67.72	92.63	95.10	80.59	-0.126	-0.102
574.999	39.89	366.54	-5.990	2.015	25.120	28.714	54.43	-1457.95	1337.96	-689.17	-4.08	13.53	2.12	-1.94	37.99	67.68	92.63	95.04	80.56	-0.125	-0.102
575.019	39.93	367.01	-5.984	2.020	25.121	28.711	54.36	-1472.36	1375.64	-701.34	-2.80	10.37	2.10	-1.96	38.09	67.67	92.59	95.02	80.60	-0.125	-0.101
575.039	39.98	367.71	-5.990	2.016	25.120	28.686	54.36	-1474.49	1403.75	-710.19	0.18	2.89	2.08	-1.98	37.97	67.62	92.59	94.97	80.56	-0.124	-0.101
575.059	40.03	368.54	-5.991	2.015	25.118	28.662	54.56	-1447.19	1404.04	-714.17	8.55	3.62	2.03	-1.97	37.91	67.59	92.54	94.94	80.60	-0.124	-0.100
575.079	40.09	369.24	-5.988	2.015	25.120	28.651	54.43	-1408.61	1390.52	-720.10	15.65	18.08	1.96	-1.93	37.95	67.58	92.52	94.92	80.57	-0.123	-0.100
575.099	40.16	369.79	-5.988	2.004	25.122	28.655	54.56	-1410.91	1388.93	-711.17	9.76	25.80	1.98	-1.95	37.95	67.53	92.51	94.85	80.59	-0.123	-0.100
575.119	40.21	370.41	-5.988	2.015	25.122	28.646	54.56	-1406.84	1379.53	-693.05	-1.22	25.60	2.03	-1.99	37.93	67.50	92.46	94.82	80.59	-0.123	-0.099
575.139	40.27	371.00	-5.984	2.016	25.122	28.644	54.70	-1389.80	1352.37	-674.64	-9.18	22.73	2.06	-2.00	37.95	67.50	92.43	94.76	80.57	-0.123	-0.099
575.159	40.31	371.43	-5.991	2.012	25.119	28.637	54.56	-1401.12	1336.22	-684.59	-8.16	13.27	2.05	-1.95	37.95	67.49	92.43	94.72	80.60	-0.123	-0.099
575.179	40.35	371.94	-5.985	2.015	25.124	28.628	54.70	-1417.58	1353.57	-704.18	-2.94	10.16	2.01	-1.92	37.99	67.45	92.40	94.71	80.56	-0.122	-0.099
575.199	40.39	372.52	-5.991	2.019	25.121	28.613	54.83	-1414.80	1391.11	-710.13	1.38	8.66	1.99	-1.96	37.97	67.43	92.38	94.68	80.60	-0.122	-0.098
575.219	40.46	373.23	-5.985	2.013	25.122	28.605	54.70	-1406.95	1412.84	-710.28	9.22	3.90	1.98	-1.99	37.91	67.42	92.40	94.65	80.56	-0.122	-0.098
575.239	40.49	373.85	-5.987	2.015	25.126	28.580	54.77	-1383.45	1409.43	-710.06	14.22	13.35	1.95	-1.98	37.91	67.40	92.35	94.63	80.60	-0.121	-0.097
575.259	40.46	374.55	-5.988	2.019	25.127	28.500	54.77	-1354.66	1411.45	-697.86	5.78	29.35	1.94	-2.02	37.77	67.34	92.32	94.58	80.58	-0.118	-0.095
575.279	40.40	375.18	-5.990	2.010	25.129	28.417	54.70	-1331.26	1411.99	-677.63	-6.06	31.04	1.96	-2.08	37.99	67.34	92.26	94.55	80.59	-0.116	-0.092
575.299	40.37	375.77	-5.988	2.012	25.127	28.349	54.63	-1311.05	1403.30	-670.74	-8.49	24.94	1.95	-2.09	37.99	67.26	92.24	94.50	80.59	-0.114	-0.090
575.319	40.35	376.20	-5.984	2.018	25.127	28.301	54.63	-1327.36	1409.88	-682.75	-5.97	16.06	1.94	-2.06	37.95	67.24	92.22	94.46	80.56	-0.112	-0.088
575.339	40.30	376.66	-5.988	2.016	25.126	28.233	54.70	-1371.80	1459.99	-689.54	-7.13	4.76	1.99	-2.12	37.91	67.20	92.21	94.43	80.60	-0.110	-0.086
575.359	40.25	377.29	-5.991	2.013	25.128	28.147	54.70	-1362.14	1525.14	-690.25	-3.02	-0.50	1.97	-2.21	37.89	67.23	92.19	94.39	80.56	-0.107	-0.083
575.379	40.19	377.99	-5.987	2.022	25.126	28.059	54.70	-1311.00	1566.75	-694.50	8.88	-0.06	1.89	-2.26	37.85	67.17	92.11	94.34	80.60	-0.105	-0.081
575.399	40.11	378.66	-5.990	2.016	25.130	27.951	54.83	-1271.30	1576.75	-697.98	15.76	8.64	1.82	-2.26	37.83	67.18	92.07	94.31	80.57	-0.101	-0.077
