TIRF Data File: Project 1320; Run 127
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
357.580	40.18	420.51	-2.988	4.013	25.900	25.316	96.23	570.07	1132.62	-690.68	-27.26	-53.21	-0.83	-1.64	36.16	56.18	74.72	80.29	80.69	0.023	0.023
357.600	40.18	419.89	-2.988	4.013	25.898	25.354	96.29	549.94	1158.06	-706.03	-22.82	-57.49	-0.78	-1.64	36.18	56.16	74.66	80.20	80.66	0.021	0.022
357.620	40.16	419.19	-2.990	4.016	25.896	25.385	96.23	502.82	1176.06	-721.82	-13.92	-57.06	-0.70	-1.63	36.12	56.13	74.61	80.08	80.69	0.020	0.020
357.640	40.14	418.52	-2.988	4.017	25.897	25.410	96.29	466.27	1182.28	-728.07	-7.96	-43.75	-0.64	-1.62	36.02	56.10	74.56	80.01	80.67	0.019	0.019
357.660	40.11	417.86	-2.984	4.017	25.895	25.430	96.29	424.16	1168.03	-704.20	-19.90	-33.03	-0.60	-1.66	35.81	55.99	74.53	79.85	80.67	0.018	0.019
357.680	40.09	417.15	-2.990	4.016	25.894	25.461	96.29	373.71	1144.14	-680.36	-31.19	-34.37	-0.55	-1.68	35.98	55.97	74.44	79.69	80.69	0.017	0.017
357.700	40.08	416.72	-2.990	4.017	25.897	25.484	96.23	357.23	1130.23	-679.85	-32.30	-38.17	-0.53	-1.66	35.94	55.93	74.34	79.53	80.66	0.016	0.016
357.720	40.10	416.10	-2.986	4.016	25.896	25.532	96.36	346.92	1147.04	-691.24	-29.41	-48.01	-0.50	-1.66	35.91	55.84	74.25	79.40	80.70	0.014	0.015
357.740	40.09	415.55	-2.986	4.024	25.892	25.562	96.23	318.97	1177.55	-702.35	-25.34	-57.45	-0.45	-1.68	35.96	55.86	74.16	79.26	80.66	0.013	0.013
357.760	40.07	414.69	-2.990	4.020	25.897	25.600	96.36	291.60	1204.97	-721.59	-12.97	-54.38	-0.40	-1.67	36.00	55.84	74.11	79.16	80.69	0.012	0.012
357.780	40.05	413.83	-2.987	4.016	25.898	25.639	96.23	247.54	1216.02	-725.14	-5.87	-44.25	-0.34	-1.68	35.87	55.78	74.04	79.07	80.67	0.010	0.010
357.800	40.04	412.97	-2.986	4.010	25.901	25.689	96.23	203.17	1198.01	-703.37	-13.20	-31.37	-0.29	-1.70	36.00	55.72	73.97	78.95	80.68	0.008	0.008
357.820	40.02	412.19	-2.987	4.018	25.893	25.726	96.29	164.25	1157.66	-685.24	-24.35	-27.01	-0.24	-1.69	35.98	55.70	73.92	78.82	80.68	0.006	0.007
357.840	40.03	411.60	-2.988	4.020	25.897	25.765	96.23	121.92	1141.36	-679.97	-27.36	-35.06	-0.18	-1.68	35.96	55.68	73.87	78.65	80.66	0.005	0.005
357.860	40.00	410.94	-2.988	4.020	25.895	25.789	96.23	107.27	1151.64	-687.05	-24.39	-41.48	-0.16	-1.68	36.16	55.67	73.76	78.49	80.69	0.004	0.004
357.880	39.98	410.35	-2.986	4.024	25.896	25.811	96.23	90.43	1177.67	-692.94	-22.02	-46.58	-0.13	-1.70	35.98	55.65	73.70	78.37	80.66	0.003	0.004
357.900	39.96	409.61	-2.981	4.016	25.896	25.846	96.16	52.71	1210.36	-708.05	-13.05	-50.06	-0.07	-1.71	35.96	55.61	73.65	78.30	80.69	0.002	0.002
357.920	39.95	408.91	-2.978	4.021	25.896	25.884	96.29	23.83	1224.90	-724.61	-2.55	-41.54	-0.03	-1.69	35.92	55.61	73.59	78.24	80.66	0.000	0.001
357.940	39.93	408.13	-2.987	4.013	25.898	25.922	96.36	-5.17	1222.76	-718.66	-0.55	-27.27	0.01	-1.70	35.81	55.58	73.57	78.18	80.68	-0.001	-0.001
357.960	39.89	407.54	-2.986	4.016	25.894	25.932	96.36	-40.25	1201.33	-682.30	-13.06	-20.85	0.06	-1.76	35.81	55.58	73.53	78.07	80.68	-0.001	-0.001
357.980	39.87	407.11	-2.987	4.016	25.896	25.947	96.29	-57.84	1169.38	-663.12	-21.92	-24.23	0.09	-1.76	35.69	55.52	73.48	77.91	80.67	-0.002	-0.002
358.000	39.87	406.76	-2.990	4.016	25.896	25.972	96.29	-89.16	1155.85	-676.77	-20.84	-33.63	0.13	-1.71	35.67	55.52	73.43	77.81	80.69	-0.003	-0.003
358.020	39.86	406.37	-2.983	4.014	25.896	25.988	96.36	-138.59	1171.75	-693.80	-19.02	-40.66	0.20	-1.69	35.63	55.49	73.38	77.71	80.66	-0.004	-0.003
358.040	39.85	405.70	-2.990	4.013	25.896	26.028	96.23	-167.58	1200.99	-703.08	-14.38	-43.83	0.24	-1.71	35.57	55.46	73.34	77.63	80.70	-0.005	-0.005
358.060	39.84	405.04	-2.990	4.011	25.897	26.061	96.29	-200.22	1223.53	-712.51	-2.87	-39.68	0.28	-1.72	35.61	55.46	73.34	77.56	80.66	-0.006	-0.006
358.080	39.80	404.22	-2.987	4.016	25.894	26.087	96.36	-227.81	1209.51	-708.34	0.83	-25.50	0.32	-1.71	35.59	55.46	73.29	77.52	80.69	-0.007	-0.007
358.100	39.76	403.44	-2.987	4.017	25.893	26.113	96.23	-254.07	1172.01	-689.42	-10.02	-14.43	0.37	-1.70	35.77	55.45	73.27	77.43	80.66	-0.008	-0.008
358.120	39.75	402.65	-2.981	4.014	25.894	26.154	96.29	-295.91	1140.42	-664.35	-21.24	-15.72	0.45	-1.72	35.55	55.46	73.21	77.33	80.68	-0.010	-0.010
358.140	39.73	401.91	-2.987	4.011	25.895	26.193	96.23	-341.72	1126.41	-668.82	-19.16	-20.09	0.51	-1.68	35.57	55.37	73.16	77.21	80.69	-0.011	-0.011
358.160	39.75	401.17	-2.987	4.024	25.888	26.251	96.36	-397.98	1133.27	-688.27	-14.15	-24.23	0.58	-1.65	35.63	55.39	73.15	77.10	80.66	-0.014	-0.013
358.180	39.78	400.50	-2.990	4.014	25.886	26.319	96.36	-457.75	1162.02	-697.43	-12.13	-28.15	0.66	-1.67	35.83	55.40	73.08	77.04	80.69	-0.016	-0.016
358.200	39.83	399.96	-2.987	4.018	25.885	26.383	96.29	-500.26	1199.12	-700.71	-6.23	-29.71	0.71	-1.71	35.79	55.40	73.08	77.00	80.66	-0.019	-0.018
358.220	39.87	399.61	-2.990	4.013	25.888	26.437	96.29	-523.73	1221.28	-705.13	1.43	-25.22	0.74	-1.73	36.00	55.36	73.05	77.00	80.69	-0.021	-0.020
358.240	39.92	399.33	-2.987	4.014	25.886	26.489	96.36	-524.05	1203.53	-690.45	-4.56	-9.28	0.76	-1.74	35.96	55.36	73.01	76.95	80.66	-0.023	-0.022
358.260	39.99	399.29	-2.986	4.010	25.885	26.538	96.23	-533.11	1156.75	-667.38	-17.88	-0.45	0.80	-1.73	36.10	55.37	73.01	76.88	80.68	-0.025	-0.024
358.280	40.10	399.21	-2.987	4.020	25.879	26.615	96.23	-588.53	1118.45	-665.94	-19.25	-7.88	0.88	-1.68	36.18	55.36	72.96	76.78	80.67	-0.028	-0.027
358.300	40.22	399.33	-2.987	4.014	25.874	26.684	96.36	-658.64	1098.51	-683.05	-16.47	-15.78	0.96	-1.61	36.28	55.34	72.93	76.71	80.67	-0.030	-0.029
358.320	40.35	399.25	-2.983	4.017	25.872	26.776	96.29	-723.35	1107.93	-688.09	-17.94	-19.40	1.05	-1.61	36.42	55.34	72.88	76.66	80.68	-0.034	-0.033
358.340	40.48	399.21	-2.988	4.010	25.868	26.865	96.29	-786.98	1135.89	-695.86	-14.15	-19.95	1.13	-1.63	36.47	55.40	72.85	76.62	80.66	-0.037	-0.036
358.360	40.62	399.33	-2.983	4.011	25.869	26.953	96.29	-839.89	1150.62	-712.61	-2.44	-12.61	1.18	-1.61	36.44	55.42	72.85	76.63	80.69	-0.040	-0.039
358.380	40.76	399.41	-2.990	4.011	25.865	27.041	96.23	-894.83	1127.99	-712.48	-0.18	-3.39	1.26	-1.58	36.38	55.42	72.83	76.66	80.66	-0.043	-0.042
358.400	40.90	399.29	-2.990	4.016	25.868	27.138	96.29	-940.93	1085.25	-687.69	-10.65	7.39	1.37	-1.58	36.30	55.37	72.83	76.59	80.69	-0.047	-0.045
358.420	41.01	399.06	-2.986	4.010	25.864	27.232	96.23	-970.75	1031.98	-658.48	-21.00	11.74	1.47	-1.57	36.22	55.43	72.83	76.50	80.66	-0.050	-0.049
358.440	41.11	398.59	-2.983	4.016	25.860	27.326	96.29	-1026.30	981.61	-669.63	-16.72	3.17	1.53	-1.47	36.14	55.40	72.80	76.46	80.68	-0.054	-0.052
358.460	41.20	397.73	-2.986	4.021	25.857	27.444	96.36	-1111.72	957.78	-683.56	-14.20	-3.91	1.63	-1.40	36.12	55.45	72.82	76.40	80.68	-0.058	-0.056
358.480	41.24	396.71	-2.987	4.018	25.856	27.545	96.29	-1183.41	959.02	-688.29	-15.59	-6.09	1.72	-1.39	36.00	55.45	72.83	76.40	80.66	-0.061	-0.060
358.500	41.26	395.58	-2.990	4.013	25.853	27.637	96.36	-1236.08	959.76	-702.35	-7.40	-6.05	1.76	-1.37	35.94	55.51	72.85	76.43	80.69	-0.065	-0.063
358.520	41.29	394.41	-2.984	4.016	25.848	27.735	96.23	-1258.72	932.85	-711.12	-0.87	5.91	1.77	-1.31	35.89	55.55	72.86	76.47	80.66	-0.068	-0.066
358.540	41.30	393.00	-2.990	4.017	25.850	27.843	96.29	-1266.42	898.38	-694.92	-6.83	20.13	1.82	-1.29	35.85	55.56	72.88	76.52	80.70	-0.072	-0.070
358.560	41.28	391.52	-2.987	4.010	25.846	27.936	96.29	-1279.31	858.82	-663.76	-16.89	23.02	1.93	-1.29	36.00	55.55	72.89	76.53	80.66	-0.075	-0.073
358.580	41.24	389.80	-2.986	4.014	25.843	28.034	96.23	-1290.61	816.49	-653.78	-17.75	18.59	1.97	-1.25	35.94	55.59	72.86	76.50	80.69	-0.078	-0.076
358.600	41.22	387.92	-2.980	4.018	25.836	28.151	96.43	-1324.85	776.06	-669.68	-15.23	10.11	1.98	-1.16	35.83	55.56	72.88	76.52	80.68	-0.082	-0.080
358.620	41.14	386.01	-2.988	4.017	25.832	28.236	96.36	-1376.67	766.28	-686.94	-16.56	3.57	2.00	-1.12	35.75	55.64	72.86	76.56	80.67	-0.085	-0.083
358.640	41.06	384.09	-2.984	4.016	25.831	28.325	96.02	-1400.74	783.05	-697.17	-14.23	2.60	2.01	-1.12	35.85	55.70	72.89	76.66	80.69	-0.088	-0.085
358.660	40.99	382.41	-2.984	4.018	25.830	28.401	96.29	-1439.72	803.06	-721.21	-1.54	0.97	2.00	-1.11	35.85	55.72	72.88	76.78	80.66	-0.091	-0.088
358.680	40.94	380.96	-2.987	4.020	25.828	28.470	96.23	-1452.75	789.48	-732.34	5.91	7.61	1.98	-1.08	35.83	55.78	72.89	76.88	80.70	-0.093	-0.090
358.700	40.89	379.63	-2.981	4.021	25.827	28.537	96.23	-1410.48	754.71	-705.27	-4.96	23.98	2.00	-1.07	35.85	55.83	72.94	76.97	80.66	-0.095	-0.092
358.720	40.83	378.31	-2.983	4.014	25.827	28.598	96.36	-1398.92	735.09	-664.34	-18.70	25.06	2.11	-1.11	36.02	55.84	72.97	77.04	80.69	-0.097	-0.094
358.740	40.80	377.02	-2.987	4.014	25.825	28.670	96.23	-1414.85	723.20	-651.87	-18.13	16.52	2.17	-1.11	35.89	55.90	72.97	77.04	80.66	-0.099	-0.096
358.760	40.84	375.77	-2.984	4.013	25.822	28.795	96.29	-1438.55	705.56	-674.86	-14.26	14.42	2.13	-1.05	35.81	55.89	73.01	77.05	80.69	-0.103	-0.100
358.780	40.89	374.63	-2.984	4.014	25.819	28.922	96.43	-1490.25	701.64	-688.42	-17.67	6.69	2.16	-1.02	35.59	55.91	73.02	77.14	80.69	-0.107	-0.104
358.800	40.96	373.69	-2.983	4.016	25.821	29.044	96.29	-1536.42	714.50	-691.93	-14.62	-1.14	2.22	-1.03	35.61	55.97	73.08	77.23	80.66	-0.111	-0.108
358.820	40.98	373.11	-2.980	4.011	25.818	29.103	96.29	-1537.74	723.32	-703.86	-3.53	5.78	2.18	-1.03	35.71	55.96	73.13	77.37	80.69	-0.113	-0.110
358.840	40.96	372.60	-2.980	4.018	25.810	29.129	96.36	-1524.02	713.04	-715.74	2.61	18.84	2.13	-1.00	35.69	56.03	73.19	77.50	80.66	-0.114	-0.111
358.860	41.00	372.17	-2.983	4.023	25.809	29.186	96.29	-1502.79	690.11	-699.85	-7.63	31.49	2.15	-0.99	35.69	56.05	73.23	77.59	80.69	-0.116	-0.112
358.880	41.06	371.58	-2.983	4.021	25.814	29.275	96.29	-1491.01	671.61	-665.92	-18.06	29.34	2.24	-1.01	35.63	56.10	73.30	77.63	80.66	-0.118	-0.115
358.900	41.09	370.96	-2.983	4.020	25.810	29.351	96.36	-1488.75	644.01	-657.16	-17.30	14.27	2.27	-0.98	35.51	56.08	73.30	77.69	80.69	-0.121	-0.117
358.920	41.12	370.10	-2.986	4.020	25.802	29.436	96.16	-1496.25	608.15	-678.76	-15.05	9.74	2.20	-0.90	35.67	56.16	73.34	77.68	80.68	-0.123	-0.120
358.940	41.13	369.00	-2.984	4.023	25.802	29.533	96.36	-1519.62	600.53	-699.31	-15.85	12.67	2.17	-0.86	35.57	56.15	73.37	77.73	80.67	-0.126	-0.123
358.960	41.15	367.95	-2.987	4.017	25.799	29.632	96.29	-1556.52	618.37	-703.37	-14.39	7.97	2.21	-0.88	35.57	56.21	73.46	77.84	80.69	-0.129	-0.126
358.980	41.20	367.17	-2.986	4.018	25.799	29.732	96.29	-1591.74	635.42	-714.62	-2.48	3.99	2.23	-0.89	35.83	56.24	73.51	77.95	80.66	-0.132	-0.129
359.000	41.26	366.54	-2.978	4.018	25.799	29.826	96.23	-1615.92	627.42	-734.96	6.81	8.65	2.20	-0.85	35.65	56.25	73.62	78.07	80.70	-0.135	-0.131
359.020	41.27	365.96	-2.988	4.014	25.796	29.881	96.23	-1621.28	620.08	-720.07	-2.33	20.31	2.25	-0.86	35.71	56.27	73.67	78.15	80.66	-0.137	-0.133
359.040	41.27	365.68	-2.986	4.013	25.802	29.900	96.23	-1595.86	617.74	-681.13	-16.84	27.19	2.34	-0.91	35.77	56.29	73.76	78.24	80.70	-0.137	-0.134
359.060	41.28	365.21	-2.986	4.018	25.797	29.945	96.23	-1574.91	606.50	-652.15	-19.74	19.41	2.41	-0.93	35.98	56.32	73.84	78.29	80.67	-0.139	-0.135
359.080	41.29	364.74	-2.988	4.018	25.795	29.990	96.23	-1576.64	579.57	-662.63	-16.54	11.33	2.38	-0.87	35.92	56.37	73.92	78.30	80.68	-0.140	-0.136
359.100	41.26	364.08	-2.988	4.016	25.799	30.028	96.29	-1595.44	566.84	-698.14	-16.68	6.79	2.29	-0.81	36.08	56.32	73.97	78.34	80.68	-0.141	-0.137
359.120	41.24	363.14	-2.980	4.013	25.792	30.092	96.23	-1622.74	575.35	-719.40	-16.11	0.59	2.26	-0.80	36.16	56.38	74.08	78.46	80.67	-0.143	-0.139
359.140	41.22	362.44	-2.986	4.021	25.792	30.130	96.23	-1629.40	587.00	-726.97	-7.50	4.59	2.24	-0.81	36.18	56.41	74.16	78.59	80.70	-0.144	-0.140
359.160	41.22	361.70	-2.987	4.002	25.798	30.192	96.29	-1615.82	588.56	-739.67	5.36	11.21	2.18	-0.80	36.18	56.43	74.25	78.72	80.66	-0.146	-0.142
359.180	41.17	361.03	-2.986	4.008	25.797	30.213	96.29	-1594.34	574.13	-733.62	4.81	20.39	2.17	-0.78	36.16	56.46	74.33	78.87	80.70	-0.146	-0.143
359.200	41.08	360.21	-2.986	4.020	25.796	30.213	96.16	-1552.16	553.16	-700.86	-11.38	32.55	2.21	-0.79	36.18	56.46	74.41	78.91	80.67	-0.146	-0.143
359.220	41.01	359.43	-2.987	4.011	25.806	30.227	96.29	-1555.17	546.01	-667.80	-20.83	25.32	2.33	-0.82	36.04	56.48	74.47	78.94	80.69	-0.146	-0.143
359.240	40.97	358.69	-2.986	4.023	25.796	30.266	96.36	-1582.05	545.14	-666.28	-15.23	10.33	2.37	-0.82	35.83	56.50	74.52	78.97	80.69	-0.148	-0.144
359.260	40.88	357.90	-2.990	4.016	25.799	30.266	96.29	-1593.54	548.03	-683.36	-9.35	10.93	2.33	-0.80	35.98	56.54	74.60	79.02	80.69	-0.148	-0.144
359.280	40.79	357.28	-2.980	4.017	25.795	30.250	96.29	-1619.93	565.72	-689.50	-12.12	8.87	2.35	-0.82	35.98	56.56	74.64	79.10	80.70	-0.147	-0.144
359.300	40.72	356.81	-2.987	3.981	25.804	30.238	96.23	-1629.50	575.05	-702.33	-10.29	5.56	2.32	-0.82	35.96	56.57	74.74	79.20	80.68	-0.147	-0.143
359.320	40.69	356.54	-2.990	4.014	25.804	30.240	96.16	-1611.22	571.71	-721.66	-0.16	11.66	2.23	-0.79	35.91	56.63	74.82	79.33	80.72	-0.147	-0.143
359.340	40.67	356.38	-2.983	4.014	25.798	30.240	96.16	-1599.66	575.50	-724.18	6.10	21.44	2.21	-0.79	35.91	56.60	74.90	79.43	80.68	-0.147	-0.143
359.360	40.64	356.11	-2.981	4.010	25.801	30.235	96.29	-1572.84	571.87	-694.97	-5.86	31.30	2.26	-0.82	35.89	56.62	74.94	79.55	80.73	-0.147	-0.143
359.380	40.58	355.83	-2.986	4.016	25.797	30.217	96.29	-1540.75	547.74	-664.36	-20.60	33.13	2.32	-0.82	35.91	56.63	74.97	79.56	80.69	-0.146	-0.143
359.400	40.53	355.33	-2.987	3.981	25.804	30.225	96.36	-1541.25	525.83	-657.29	-21.45	22.65	2.34	-0.80	35.94	56.62	75.04	79.56	80.72	-0.146	-0.143
359.420	40.52	354.74	-2.987	4.007	25.799	30.261	96.23	-1566.04	526.03	-675.79	-14.59	13.22	2.32	-0.78	36.00	56.65	75.10	79.55	80.72	-0.147	-0.144
359.440	40.50	354.00	-2.980	4.018	25.791	30.311	96.29	-1586.85	538.94	-695.14	-13.50	9.45	2.28	-0.78	36.02	56.66	75.13	79.60	80.71	-0.149	-0.145
359.460	40.50	353.37	-2.986	4.017	25.793	30.365	96.16	-1603.12	545.76	-713.46	-14.46	5.83	2.25	-0.76	36.00	56.67	75.21	79.68	80.74	-0.151	-0.147
359.480	40.52	352.86	-2.983	4.020	25.788	30.422	96.23	-1627.50	549.36	-742.87	-6.17	3.85	2.19	-0.74	36.00	56.66	75.26	79.75	80.71	-0.152	-0.148
359.500	40.51	352.39	-2.987	4.016	25.791	30.459	96.23	-1621.81	545.33	-749.68	4.64	9.34	2.16	-0.73	35.92	56.66	75.34	79.88	80.75	-0.153	-0.150
359.520	40.56	352.00	-2.990	4.016	25.795	30.528	96.23	-1568.64	529.02	-726.25	1.84	25.55	2.16	-0.73	35.98	56.72	75.35	79.98	80.71	-0.155	-0.151
359.540	40.62	351.46	-2.977	4.017	25.793	30.625	96.23	-1527.10	506.93	-684.01	-14.05	35.13	2.23	-0.74	35.89	56.72	75.42	80.02	80.75	-0.158	-0.154
359.560	40.68	350.79	-2.987	4.021	25.788	30.729	96.36	-1545.10	486.12	-657.13	-22.20	21.91	2.35	-0.74	36.00	56.70	75.48	80.07	80.74	-0.161	-0.157
359.580	40.72	349.93	-2.990	4.017	25.793	30.829	96.29	-1557.88	469.13	-668.59	-17.32	13.42	2.33	-0.70	35.87	56.72	75.48	80.04	80.73	-0.163	-0.160
359.600	40.80	349.11	-2.987	4.013	25.794	30.961	96.23	-1578.35	473.13	-683.46	-14.76	14.35	2.31	-0.69	35.85	56.72	75.56	80.08	80.75	-0.167	-0.163
359.620	40.91	348.41	-2.983	4.021	25.792	31.109	96.23	-1622.86	485.76	-687.86	-16.29	4.09	2.36	-0.71	35.61	56.70	75.64	80.13	80.72	-0.171	-0.167
359.640	41.02	347.86	-2.986	4.017	25.791	31.247	96.29	-1630.42	482.13	-701.96	-9.96	-1.00	2.32	-0.69	35.75	56.75	75.65	80.18	80.76	-0.175	-0.171
359.660	41.10	347.39	-2.984	4.013	25.790	31.350	96.29	-1608.49	469.12	-719.58	1.23	6.92	2.24	-0.65	35.77	56.75	75.75	80.33	80.73	-0.177	-0.174
359.680	41.11	347.04	-2.984	4.017	25.791	31.385	96.29	-1606.11	465.94	-723.12	5.63	17.89	2.22	-0.64	35.75	56.73	75.81	80.44	80.76	-0.178	-0.175
359.700	41.13	346.65	-2.986	4.016	25.793	31.434	96.36	-1567.88	454.93	-698.59	-5.95	30.49	2.24	-0.65	35.63	56.72	75.89	80.53	80.75	-0.179	-0.176
359.720	41.14	346.14	-2.984	4.016	25.789	31.491	96.29	-1513.23	430.53	-672.65	-18.67	31.92	2.25	-0.64	35.71	56.75	75.90	80.58	80.76	-0.181	-0.177
359.740	41.12	345.44	-2.983	4.011	25.789	31.541	96.29	-1514.24	422.05	-658.59	-17.82	16.16	2.30	-0.64	35.69	56.73	75.95	80.58	80.76	-0.182	-0.179
359.760	41.09	344.42	-2.986	4.011	25.792	31.609	96.23	-1540.31	421.26	-673.90	-9.49	4.29	2.29	-0.63	35.87	56.73	76.01	80.63	80.75	-0.184	-0.180
359.780	41.03	343.48	-2.988	4.013	25.790	31.649	96.29	-1570.03	422.21	-696.35	-6.85	6.12	2.25	-0.61	35.75	56.78	76.06	80.69	80.77	-0.185	-0.181
359.800	40.98	342.47	-2.983	4.013	25.790	31.707	96.29	-1599.33	430.51	-706.52	-10.41	5.35	2.26	-0.61	35.85	56.81	76.09	80.82	80.74	-0.187	-0.183
359.820	40.92	341.80	-2.987	4.014	25.786	31.721	96.36	-1642.04	458.42	-726.01	-2.61	-3.06	2.26	-0.63	35.79	56.82	76.20	80.95	80.79	-0.187	-0.183
359.840	40.81	341.37	-2.986	4.021	25.788	31.678	96.29	-1691.28	490.76	-748.26	12.41	-4.86	2.26	-0.66	35.87	56.82	76.28	81.13	80.75	-0.186	-0.182
359.860	40.68	341.29	-2.978	4.018	25.787	31.584	96.29	-1675.12	490.85	-739.06	10.77	13.25	2.27	-0.66	35.91	56.82	76.34	81.29	80.78	-0.184	-0.180
359.880	40.55	341.29	-2.984	4.020	25.790	31.482	96.23	-1615.70	465.27	-698.61	-9.16	28.00	2.31	-0.67	35.96	56.84	76.41	81.37	80.77	-0.181	-0.177
359.900	40.46	341.06	-2.984	4.018	25.789	31.428	96.36	-1574.63	444.53	-664.60	-22.11	23.79	2.37	-0.67	36.12	56.84	76.46	81.42	80.77	-0.179	-0.176
359.920	40.39	340.55	-2.983	4.018	25.793	31.428	96.16	-1547.45	443.64	-670.81	-15.77	15.68	2.31	-0.66	36.22	56.85	76.55	81.47	80.78	-0.179	-0.176
359.940	40.35	339.50	-2.981	4.017	25.789	31.493	96.29	-1566.91	442.79	-695.40	-8.56	7.43	2.25	-0.64	36.26	56.88	76.61	81.55	80.75	-0.181	-0.177
359.960	40.28	338.25	-2.981	4.017	25.787	31.551	96.36	-1614.06	435.39	-708.28	-11.29	0.59	2.28	-0.61	36.26	56.88	76.66	81.62	80.79	-0.183	-0.179
359.980	40.21	336.92	-2.986	4.024	25.791	31.624	96.36	-1606.42	428.19	-717.91	-13.38	0.20	2.24	-0.60	36.14	56.84	76.74	81.79	80.75	-0.184	-0.181
360.000	40.16	335.67	-2.990	4.017	25.791	31.701	96.16	-1599.36	439.31	-732.29	-1.19	-1.27	2.18	-0.60	36.26	56.88	76.82	81.95	80.79	-0.186	-0.183
360.020	40.14	334.42	-2.988	4.016	25.791	31.801	96.16	-1608.22	443.33	-744.86	12.04	1.29	2.16	-0.60	36.20	56.89	76.90	82.10	80.76	-0.189	-0.185
360.040	40.10	333.20	-2.987	4.017	25.795	31.883	96.09	-1589.36	422.42	-725.45	5.80	18.48	2.19	-0.58	36.26	56.94	76.90	82.27	80.78	-0.191	-0.188
360.060	40.06	332.07	-2.983	4.017	25.801	31.966	96.09	-1548.31	397.79	-686.15	-9.99	29.41	2.26	-0.58	36.22	56.89	76.97	82.36	80.77	-0.193	-0.190
360.080	40.07	330.98	-2.983	4.021	25.798	32.076	95.96	-1516.88	387.26	-648.92	-17.70	26.07	2.34	-0.60	36.24	56.86	77.02	82.44	80.77	-0.196	-0.192
360.100	40.11	329.77	-2.981	4.021	25.796	32.224	96.02	-1504.06	373.38	-638.66	-16.24	15.31	2.36	-0.58	36.08	56.86	77.02	82.49	80.79	-0.199	-0.196
360.120	40.16	328.40	-2.988	4.016	25.799	32.403	95.96	-1526.11	370.28	-658.13	-6.32	4.93	2.32	-0.56	36.08	56.88	77.07	82.53	80.76	-0.204	-0.201
360.140	40.22	327.11	-2.986	4.020	25.794	32.576	95.89	-1548.18	376.05	-680.63	-1.29	3.48	2.27	-0.55	36.02	56.92	77.09	82.62	80.80	-0.208	-0.205
360.160	40.28	325.97	-2.983	4.018	25.793	32.742	96.02	-1563.87	374.08	-693.00	-5.43	0.91	2.26	-0.54	36.10	56.95	77.12	82.75	80.75	-0.212	-0.209
360.180	40.40	325.11	-2.983	4.018	25.789	32.924	95.89	-1580.91	365.64	-709.84	-2.15	-4.43	2.23	-0.52	36.00	56.92	77.13	82.88	80.79	-0.217	-0.213
360.200	40.53	324.45	-2.987	4.010	25.793	33.102	95.89	-1584.21	369.33	-725.53	10.99	2.88	2.18	-0.51	36.22	56.95	77.16	83.04	80.77	-0.221	-0.217
360.220	40.67	324.10	-2.977	4.020	25.788	33.248	95.82	-1568.13	371.11	-713.14	13.87	16.12	2.20	-0.52	36.14	56.94	77.26	83.20	80.77	-0.224	-0.221
360.240	40.78	323.79	-2.984	4.018	25.789	33.368	95.89	-1528.55	350.55	-682.80	-3.29	28.14	2.24	-0.51	36.24	56.98	77.27	83.31	80.79	-0.227	-0.224
360.260	40.85	323.40	-2.988	3.986	25.800	33.469	95.89	-1480.36	315.78	-658.57	-22.13	32.53	2.25	-0.48	36.28	56.97	77.35	83.42	80.76	-0.229	-0.226
360.280	40.95	322.81	-2.990	4.017	25.791	33.614	95.82	-1480.77	308.34	-660.93	-20.52	19.86	2.24	-0.47	36.02	56.97	77.40	83.49	80.80	-0.233	-0.229
360.300	41.06	322.07	-2.977	4.020	25.786	33.777	95.89	-1530.98	334.91	-688.87	-4.89	3.92	2.22	-0.49	36.22	57.00	77.43	83.58	80.76	-0.237	-0.233
360.320	41.11	321.28	-2.988	4.013	25.788	33.904	95.89	-1556.31	341.95	-705.81	0.57	-1.85	2.21	-0.48	36.22	57.03	77.46	83.68	80.79	-0.239	-0.236
360.340	41.11	320.62	-2.986	4.010	25.783	33.971	95.89	-1560.07	319.21	-709.30	-6.84	-5.32	2.20	-0.45	36.20	57.04	77.49	83.84	80.76	-0.241	-0.237
360.360	41.10	319.92	-2.987	4.016	25.786	34.038	95.89	-1559.85	314.09	-716.39	-4.07	-6.18	2.18	-0.44	36.26	57.07	77.59	83.97	80.78	-0.242	-0.239
360.380	41.09	319.25	-2.987	4.014	25.784	34.105	95.96	-1562.21	334.06	-728.49	11.87	-2.96	2.14	-0.46	36.20	57.16	77.64	84.11	80.78	-0.244	-0.240
360.400	41.11	318.55	-2.983	4.014	25.784	34.196	95.96	-1571.09	345.40	-736.96	24.75	2.98	2.13	-0.47	36.38	57.17	77.68	84.29	80.76	-0.246	-0.242
360.420	41.11	318.00	-2.986	4.014	25.786	34.255	95.89	-1549.58	331.75	-722.81	17.11	16.56	2.14	-0.46	36.08	57.16	77.75	84.39	80.78	-0.247	-0.244
360.440	41.04	317.30	-2.986	4.010	25.789	34.272	95.82	-1507.27	307.55	-680.87	-5.80	25.80	2.21	-0.45	36.00	57.20	77.76	84.49	80.75	-0.248	-0.244
