ET,V,N,SA,IA,RL,RE,P,FX,FY,FZ,MX,MZ,NFX,NFY,RST,TSTI,TSTC,TSTO,AMBTMP,SR
195.140,40.25,409.61,-3.028,0.024,25.381,26.038,83.22,-45.31,2258.48,-1113.91,-16.48,-34.91,0.04,-2.03,33.63,40.51,56.15,63.84,79.99,-0.025
195.160,40.24,409.81,-2.871,0.027,25.381,26.020,83.08,-45.51,2163.19,-1132.85,-9.25,-44.03,0.04,-1.91,33.59,40.57,55.98,63.59,79.99,-0.025
195.180,40.25,409.77,-2.703,0.024,25.379,26.029,83.22,-48.69,2097.07,-1144.42,-0.90,-50.49,0.04,-1.83,33.59,40.66,55.80,63.34,79.97,-0.025
195.200,40.23,409.65,-2.550,0.028,25.386,26.031,83.28,-65.84,2041.29,-1149.20,7.45,-48.94,0.06,-1.78,33.59,40.77,55.68,63.08,80.00,-0.025
195.220,40.23,409.49,-2.392,0.028,25.388,26.041,83.15,-56.19,1982.57,-1153.28,8.39,-33.03,0.05,-1.72,33.61,40.87,55.52,62.85,79.97,-0.025
195.240,40.25,409.38,-2.237,0.021,25.390,26.063,83.22,-49.29,1938.23,-1141.87,-1.16,-21.99,0.04,-1.70,33.74,41.01,55.35,62.63,80.01,-0.026
195.260,40.23,409.53,-2.079,0.022,25.394,26.047,83.22,-53.41,1875.89,-1122.53,-8.24,-18.83,0.05,-1.67,33.57,41.09,55.20,62.39,79.98,-0.025
195.280,40.21,409.69,-1.911,0.022,25.394,26.027,83.08,-42.53,1776.39,-1104.50,-8.01,-18.85,0.04,-1.61,33.47,41.21,55.00,62.10,79.99,-0.024
195.300,40.21,409.85,-1.744,0.022,25.394,26.020,83.22,-33.21,1646.45,-1110.63,-7.03,-23.82,0.03,-1.48,33.39,41.34,54.84,61.84,79.98,-0.024
195.320,40.21,409.96,-1.573,0.021,25.398,26.015,83.22,-34.91,1520.72,-1132.96,-3.69,-29.28,0.03,-1.34,33.31,41.46,54.64,61.55,79.98,-0.024
195.340,40.21,410.00,-1.407,0.027,25.395,26.011,83.15,-54.74,1437.35,-1151.70,9.01,-33.63,0.05,-1.25,33.59,41.62,54.48,61.24,80.00,-0.024
195.360,40.19,409.81,-1.234,0.025,25.399,26.013,83.28,-75.87,1365.80,-1161.59,18.80,-28.26,0.07,-1.18,33.59,41.75,54.31,60.94,79.97,-0.024
195.380,40.20,409.65,-1.071,0.024,25.403,26.031,83.22,-67.98,1290.35,-1152.94,12.02,-14.16,0.06,-1.12,33.61,41.88,54.12,60.72,80.01,-0.024
195.400,40.22,409.69,-0.900,0.021,25.410,26.045,83.08,-73.26,1196.21,-1134.51,2.01,-11.59,0.06,-1.05,33.63,42.06,53.94,60.40,79.97,-0.024
195.420,40.23,409.73,-0.730,0.030,25.408,26.049,83.15,-78.54,1066.11,-1114.26,-1.91,-14.23,0.07,-0.96,33.65,42.19,53.74,60.10,79.99,-0.025
195.440,40.23,409.92,-0.566,0.021,25.411,26.035,83.15,-59.45,921.84,-1110.09,1.46,-16.33,0.05,-0.83,33.65,42.31,53.57,59.79,79.98,-0.024
195.460,40.23,410.12,-0.398,0.022,25.413,26.023,83.22,-66.46,786.60,-1121.03,11.36,-23.43,0.06,-0.70,33.65,42.42,53.39,59.47,79.99,-0.023
195.480,40.24,410.08,-0.224,0.027,25.414,26.032,83.01,-79.41,655.58,-1137.24,24.26,-19.45,0.07,-0.58,33.70,42.60,53.19,59.15,79.99,-0.024
195.500,40.28,409.85,-0.060,0.046,25.410,26.074,82.95,-65.80,514.54,-1152.67,33.77,-3.17,0.06,-0.45,33.68,42.73,53.01,58.92,79.98,-0.025
195.520,40.29,409.73,0.115,0.025,25.416,26.088,82.81,-76.49,376.07,-1165.97,37.93,9.12,0.07,-0.32,33.68,42.91,52.84,58.65,80.01,-0.026
195.540,40.27,409.73,0.279,0.025,25.422,26.078,82.88,-87.16,232.25,-1151.31,31.91,16.04,0.08,-0.20,33.49,43.01,52.65,58.40,79.97,-0.025
195.560,40.26,409.81,0.447,0.024,25.427,26.067,83.01,-85.78,85.19,-1118.60,34.10,14.87,0.08,-0.08,33.78,43.21,52.48,58.18,80.00,-0.025
195.580,40.25,410.00,0.613,0.022,25.427,26.048,82.88,-92.94,-76.82,-1112.43,48.27,6.94,0.08,0.07,33.78,43.32,52.26,57.95,79.98,-0.024
195.600,40.25,410.08,0.790,0.024,25.427,26.036,82.88,-75.93,-264.09,-1116.54,51.29,10.17,0.07,0.24,33.72,43.49,52.10,57.72,79.99,-0.023
195.620,40.24,410.16,0.954,0.021,25.427,26.027,82.81,-61.44,-453.44,-1115.94,50.74,14.96,0.06,0.41,33.70,43.64,51.90,57.50,79.99,-0.023
195.640,40.22,409.96,1.127,0.015,25.430,26.023,82.88,-77.21,-623.00,-1129.18,63.75,16.61,0.07,0.55,33.70,43.77,51.69,57.34,79.97,-0.023
195.660,40.19,409.85,1.287,0.022,25.431,26.013,82.81,-84.42,-786.69,-1144.86,70.98,29.19,0.07,0.69,33.68,43.97,51.50,57.20,79.99,-0.022
195.680,40.18,409.57,1.464,0.028,25.433,26.023,82.88,-84.53,-948.12,-1128.98,56.08,38.30,0.07,0.84,33.65,44.15,51.34,57.11,79.97,-0.023
195.700,40.18,409.53,1.631,0.030,25.435,26.023,82.81,-90.77,-1110.14,-1102.42,41.95,36.86,0.08,1.01,33.68,44.37,51.14,57.01,80.01,-0.023
195.720,40.19,409.53,1.800,0.022,25.439,26.024,82.81,-90.79,-1252.37,-1092.30,42.73,30.41,0.08,1.15,33.51,44.51,50.98,56.94,79.97,-0.023
195.740,40.16,409.69,1.963,0.021,25.439,25.990,82.81,-88.99,-1371.98,-1093.96,40.77,19.42,0.08,1.25,33.65,44.72,50.78,56.84,80.00,-0.021
195.760,40.14,409.77,2.124,0.021,25.435,25.971,82.74,-89.44,-1476.28,-1101.54,43.99,13.35,0.08,1.34,33.59,44.92,50.64,56.72,79.99,-0.021
195.780,40.12,409.61,2.302,0.028,25.431,25.969,82.74,-93.80,-1581.00,-1124.39,61.97,15.84,0.08,1.41,33.57,45.13,50.45,56.62,79.99,-0.021
195.800,40.12,409.53,2.458,0.021,25.437,25.971,82.88,-96.73,-1689.20,-1144.22,69.77,27.99,0.08,1.48,33.51,45.35,50.32,56.49,79.99,-0.021
195.820,40.13,409.38,2.622,0.027,25.438,25.980,82.68,-56.61,-1803.77,-1137.03,53.16,51.68,0.05,1.59,33.45,45.54,50.21,56.36,79.97,-0.021
195.840,40.13,409.30,2.790,0.021,25.437,25.982,82.54,-48.63,-1888.98,-1110.35,40.30,52.34,0.04,1.70,33.45,45.77,50.10,56.21,80.00,-0.021
195.860,40.13,409.34,2.949,0.022,25.439,25.975,82.47,-87.43,-1925.38,-1091.48,46.05,34.27,0.08,1.76,33.45,45.93,49.94,56.04,79.97,-0.021
195.880,40.13,409.38,3.129,0.025,25.436,25.972,82.34,-76.28,-1954.44,-1087.96,47.44,31.09,0.07,1.80,33.66,46.11,49.88,55.84,80.00,-0.021
195.900,40.15,409.49,3.290,0.021,25.437,25.972,82.27,-50.49,-1996.72,-1091.79,43.57,29.25,0.05,1.83,33.61,46.30,49.83,55.68,79.97,-0.021
195.920,40.15,409.53,3.464,0.021,25.433,25.965,82.20,-69.05,-2073.89,-1104.97,52.31,22.53,0.06,1.88,33.59,46.46,49.74,55.49,79.99,-0.021
195.940,40.15,409.38,3.626,0.021,25.433,25.970,82.14,-70.98,-2140.66,-1118.65,62.67,30.10,0.06,1.91,33.39,46.56,49.71,55.27,79.98,-0.021
195.960,40.17,409.30,3.780,0.022,25.435,25.983,82.14,-57.05,-2189.25,-1111.34,54.92,42.78,0.05,1.97,33.39,46.74,49.63,55.07,79.97,-0.021
195.980,40.20,409.18,3.946,0.025,25.432,26.003,82.20,-64.82,-2243.48,-1088.66,41.02,41.15,0.06,2.06,33.35,46.91,49.61,54.85,80.00,-0.022
196.000,40.23,409.18,4.110,0.024,25.429,26.016,82.07,-79.33,-2262.71,-1077.03,43.50,30.01,0.07,2.10,33.45,47.01,49.61,54.65,79.97,-0.023
196.020,40.26,409.22,4.267,0.024,25.427,26.030,82.14,-76.27,-2271.62,-1075.66,47.32,23.52,0.07,2.11,33.31,47.22,49.58,54.42,80.00,-0.023
196.040,40.26,409.26,4.430,0.021,25.419,26.025,82.07,-56.18,-2282.76,-1083.38,45.52,21.41,0.05,2.11,33.33,47.29,49.60,54.23,79.97,-0.023
196.060,40.26,409.30,4.597,0.025,25.416,26.016,82.07,-64.54,-2316.46,-1094.57,55.47,13.47,0.06,2.12,33.35,47.41,49.60,54.02,80.01,-0.023
196.080,40.25,409.42,4.774,0.025,25.412,25.996,82.14,-81.69,-2371.99,-1115.91,72.56,14.29,0.07,2.13,33.29,47.54,49.60,53.82,79.97,-0.022
196.100,40.25,409.26,4.929,0.024,25.411,25.997,82.07,-49.95,-2430.16,-1121.23,69.32,35.13,0.04,2.17,33.31,47.63,49.64,53.63,79.98,-0.023
196.120,40.24,409.18,5.097,0.027,25.408,25.989,82.14,-42.40,-2470.73,-1104.92,50.76,38.62,0.04,2.24,33.27,47.72,49.67,53.43,79.99,-0.022
196.140,40.24,409.10,5.258,0.030,25.410,25.985,82.07,-73.24,-2443.19,-1088.13,45.48,21.28,0.07,2.25,33.49,47.83,49.71,53.24,79.97,-0.022
196.160,40.23,409.06,5.430,0.018,25.406,25.977,82.07,-71.34,-2398.64,-1081.64,51.38,15.88,0.07,2.22,33.41,47.95,49.74,53.05,80.00,-0.022
196.180,40.25,409.02,5.587,0.027,25.402,25.981,82.14,-62.97,-2385.06,-1086.12,48.97,11.55,0.06,2.20,33.55,48.02,49.78,52.91,79.97,-0.022
196.200,40.25,409.02,5.747,0.024,25.401,25.977,82.14,-75.81,-2429.24,-1094.92,49.30,3.77,0.07,2.22,33.55,48.11,49.80,52.73,80.01,-0.022
196.220,40.21,409.02,5.910,0.022,25.394,25.946,82.07,-56.17,-2491.21,-1109.62,60.03,12.87,0.05,2.25,33.21,48.20,49.85,52.62,79.97,-0.021
196.240,40.18,408.79,6.073,0.021,25.396,25.935,82.07,-33.61,-2527.01,-1123.79,66.62,29.20,0.03,2.25,33.25,48.29,49.86,52.44,79.99,-0.021
196.260,40.16,408.59,6.239,0.021,25.394,25.924,82.07,-29.98,-2576.38,-1109.89,52.88,38.52,0.03,2.32,33.35,48.40,49.94,52.30,79.98,-0.020
196.280,40.16,408.32,6.410,0.021,25.392,25.933,82.07,-26.79,-2587.67,-1084.69,42.63,35.50,0.02,2.39,33.31,48.50,49.97,52.13,79.97,-0.021
196.300,40.14,408.09,6.575,0.022,25.388,25.927,82.07,-35.49,-2551.62,-1075.77,47.12,24.14,0.03,2.37,33.31,48.58,50.04,52.01,79.98,-0.021
196.320,40.14,407.85,6.746,0.025,25.385,25.933,82.07,-44.31,-2533.09,-1081.49,44.76,13.39,0.04,2.34,33.33,48.65,50.13,51.84,79.95,-0.021
196.340,40.13,407.77,6.910,0.021,25.380,25.923,82.07,-57.28,-2532.34,-1089.43,44.93,-0.95,0.05,2.32,33.31,48.78,50.16,51.69,79.98,-0.021
196.360,40.12,407.50,7.086,0.022,25.380,25.925,82.07,-77.28,-2563.76,-1104.86,60.18,-10.64,0.07,2.32,33.35,48.90,50.26,51.59,79.95,-0.021
196.380,40.13,407.30,7.252,0.021,25.376,25.934,82.20,-69.29,-2593.13,-1126.14,74.62,-0.29,0.06,2.30,33.08,48.93,50.34,51.44,79.97,-0.022
196.400,40.13,406.91,7.414,0.024,25.376,25.949,82.34,-59.93,-2627.24,-1125.05,66.20,14.06,0.05,2.34,33.13,49.06,50.45,51.27,79.94,-0.022
196.420,40.12,406.60,7.575,0.017,25.373,25.953,82.41,-48.61,-2666.97,-1107.98,48.19,20.95,0.04,2.41,33.41,49.24,50.53,51.14,79.95,-0.022
196.440,40.14,406.52,7.744,0.025,25.371,25.960,82.47,-39.29,-2649.14,-1097.11,48.16,17.80,0.04,2.41,33.29,49.40,50.62,51.02,79.95,-0.023
196.460,40.16,406.29,7.912,0.024,25.376,25.974,82.68,-57.15,-2600.57,-1091.15,53.52,5.57,0.05,2.38,33.39,49.50,50.76,50.88,79.93,-0.023
196.480,40.18,406.17,8.085,0.024,25.372,25.988,82.68,-52.92,-2580.66,-1093.20,49.63,2.11,0.05,2.36,33.39,49.64,50.89,50.79,79.95,-0.024
196.500,40.24,405.98,8.246,0.022,25.364,26.024,82.74,-42.40,-2595.10,-1095.16,53.32,0.15,0.04,2.37,33.47,49.75,51.01,50.71,79.92,-0.025
196.520,40.23,405.78,8.420,0.021,25.366,26.021,82.74,-64.70,-2627.14,-1118.93,69.63,-3.71,0.06,2.35,33.47,49.91,51.17,50.63,79.95,-0.025
196.540,40.20,405.51,8.589,0.021,25.368,26.009,82.81,-62.63,-2669.30,-1129.95,69.05,9.10,0.06,2.36,33.47,50.05,51.33,50.55,79.91,-0.025
196.560,40.19,405.31,8.759,0.025,25.365,26.001,82.88,-44.44,-2683.61,-1112.23,52.26,19.59,0.04,2.41,33.47,50.23,51.52,50.44,79.93,-0.024
196.580,40.18,405.19,8.921,0.024,25.368,25.988,82.81,-58.41,-2639.46,-1097.35,46.44,9.07,0.05,2.41,33.41,50.38,51.69,50.33,79.92,-0.024
196.600,40.18,405.04,9.085,0.027,25.363,25.989,82.81,-68.10,-2598.03,-1087.12,46.06,-0.04,0.06,2.39,33.35,50.51,51.88,50.24,79.91,-0.024
196.620,40.19,404.96,9.257,0.022,25.362,25.991,82.81,-54.39,-2567.00,-1084.73,42.06,-1.22,0.05,2.37,33.33,50.67,52.08,50.20,79.92,-0.024
196.640,40.19,404.84,9.415,0.021,25.360,25.984,82.74,-53.22,-2561.38,-1094.68,46.58,-8.02,0.05,2.34,33.33,50.84,52.26,50.18,79.89,-0.024
196.660,40.21,404.69,9.579,0.022,25.356,25.993,82.74,-64.38,-2605.19,-1114.30,64.84,-12.83,0.06,2.34,33.35,50.95,52.38,50.13,79.93,-0.025
196.680,40.23,404.57,9.744,0.021,25.355,26.000,82.81,-58.21,-2658.12,-1131.37,75.85,-0.65,0.05,2.35,33.33,51.12,52.59,50.10,79.89,-0.025
196.700,40.22,404.45,9.915,0.021,25.357,25.988,82.74,-37.97,-2703.38,-1128.72,63.10,16.31,0.03,2.40,33.27,51.28,52.79,50.05,79.92,-0.024
196.720,40.20,404.41,10.079,0.024,25.354,25.969,82.88,-38.29,-2711.37,-1110.62,48.11,13.69,0.03,2.44,33.25,51.46,53.00,49.98,79.90,-0.024
196.740,40.21,404.26,10.250,0.021,25.353,25.968,82.95,-63.19,-2666.31,-1097.70,49.71,-3.64,0.06,2.43,33.39,51.60,53.22,49.94,79.91,-0.024
196.760,40.22,404.10,10.415,0.025,25.354,25.973,82.88,-64.24,-2618.66,-1092.95,51.22,-9.87,0.06,2.40,33.27,51.78,53.41,49.88,79.91,-0.024
196.780,40.23,403.98,10.566,0.021,25.353,25.974,82.95,-60.05,-2599.31,-1093.17,49.49,-15.30,0.05,2.38,33.23,51.91,53.63,49.86,79.88,-0.024
196.800,40.24,403.87,10.703,0.027,25.349,25.973,83.01,-82.83,-2639.27,-1104.49,57.52,-28.22,0.07,2.39,33.19,52.04,53.83,49.85,79.92,-0.024
196.820,40.24,403.67,10.846,0.025,25.348,25.973,83.08,-99.27,-2708.74,-1126.26,69.54,-29.33,0.09,2.41,33.21,52.22,54.07,49.84,79.88,-0.024
196.840,40.25,403.55,10.957,0.024,25.350,25.980,83.22,-100.70,-2732.30,-1125.70,65.20,-20.24,0.09,2.43,33.10,52.41,54.29,49.82,79.92,-0.024
196.860,40.26,403.36,11.051,0.024,25.352,25.993,83.01,-106.39,-2724.96,-1109.63,52.84,-20.32,0.10,2.46,33.15,52.57,54.54,49.76,79.88,-0.025
196.880,40.26,403.24,11.105,0.021,25.355,25.996,83.08,-126.94,-2695.28,-1094.16,47.69,-33.80,0.12,2.46,33.19,52.80,54.78,49.72,79.90,-0.025
196.900,40.27,403.12,11.136,0.022,25.350,26.007,83.01,-147.77,-2673.90,-1095.84,46.12,-48.17,0.13,2.44,33.29,53.01,55.03,49.68,79.90,-0.025
196.920,40.28,403.01,11.146,0.025,25.344,26.017,83.22,-157.17,-2687.95,-1107.83,39.74,-57.30,0.14,2.43,33.23,53.14,55.25,49.66,79.88,-0.026
196.940,40.30,402.93,11.133,0.028,25.345,26.038,83.22,-158.18,-2701.05,-1106.62,42.79,-62.91,0.14,2.44,33.19,53.33,55.50,49.68,79.91,-0.027
196.960,40.33,402.81,11.106,0.028,25.341,26.069,83.08,-151.07,-2692.97,-1121.11,63.05,-57.01,0.13,2.40,33.15,53.55,55.76,49.65,79.87,-0.028
196.980,40.32,402.77,11.063,0.025,25.346,26.063,83.22,-116.04,-2705.88,-1141.54,72.90,-28.72,0.10,2.37,33.17,53.68,55.98,49.68,79.92,-0.028
197.000,40.31,402.77,10.992,0.027,25.343,26.063,83.08,-61.56,-2721.55,-1126.26,57.11,2.09,0.05,2.42,33.25,53.91,56.20,49.62,79.88,-0.028
197.020,40.30,402.85,10.924,0.021,25.347,26.058,83.15,-58.21,-2721.74,-1104.26,44.75,3.82,0.05,2.46,33.27,54.13,56.43,49.57,79.90,-0.027
197.040,40.29,402.89,10.856,0.027,25.345,26.059,83.15,-69.98,-2707.94,-1101.91,46.49,-4.07,0.06,2.46,33.25,54.31,56.68,49.52,79.88,-0.027
197.060,40.28,403.04,10.780,0.022,25.346,26.049,83.15,-60.99,-2698.94,-1105.44,45.92,-4.95,0.06,2.44,33.27,54.47,56.91,49.53,79.89,-0.027
197.080,40.27,403.08,10.703,0.022,25.346,26.044,83.28,-67.02,-2711.38,-1101.14,45.70,-10.60,0.06,2.46,33.23,54.66,57.11,49.53,79.89,-0.027
197.100,40.26,403.20,10.630,0.022,25.344,26.040,83.08,-80.04,-2732.45,-1102.86,58.69,-17.89,0.07,2.48,33.23,54.85,57.30,49.52,79.88,-0.027
197.120,40.25,403.28,10.545,0.024,25.344,26.036,83.22,-84.40,-2777.05,-1121.32,72.72,-14.05,0.08,2.48,33.27,55.07,57.49,49.52,79.91,-0.027
197.140,40.27,403.44,10.478,0.025,25.342,26.041,83.15,-86.78,-2814.58,-1131.05,65.17,-3.47,0.08,2.49,33.29,55.26,57.66,49.50,79.87,-0.027
197.160,40.25,403.51,10.390,0.025,25.346,26.034,83.28,-77.17,-2796.99,-1117.53,49.53,2.79,0.07,2.50,33.31,55.42,57.82,49.43,79.91,-0.026
197.180,40.23,403.63,10.291,0.025,25.344,26.020,83.15,-74.17,-2742.41,-1097.65,47.92,-0.88,0.07,2.50,33.37,55.62,57.99,49.37,79.87,-0.026
197.200,40.23,403.75,10.187,0.022,25.344,26.021,83.15,-78.45,-2698.76,-1090.14,50.07,-7.33,0.07,2.48,33.11,55.74,58.17,49.36,79.90,-0.026
197.220,40.23,403.90,10.085,0.022,25.342,26.019,83.01,-91.70,-2712.01,-1096.88,45.37,-14.24,0.08,2.47,33.31,55.93,58.35,49.34,79.88,-0.026
197.240,40.23,404.10,9.975,0.022,25.344,26.012,83.15,-98.28,-2752.69,-1102.16,49.00,-20.20,0.09,2.50,33.35,56.06,58.53,49.33,79.88,-0.026
197.260,40.22,404.33,9.867,0.021,25.339,26.000,83.15,-95.42,-2795.09,-1116.92,67.34,-16.56,0.09,2.50,33.35,56.19,58.67,49.34,79.90,-0.025
197.280,40.21,404.49,9.750,0.027,25.342,25.996,83.22,-88.99,-2835.16,-1128.76,71.72,-4.73,0.08,2.51,33.39,56.34,58.81,49.34,79.87,-0.025
197.300,40.22,404.73,9.630,0.027,25.340,25.993,83.15,-83.27,-2840.42,-1121.11,54.22,4.39,0.07,2.53,33.41,56.48,58.94,49.31,79.91,-0.025
197.320,40.25,404.92,9.507,0.021,25.341,26.008,83.22,-75.12,-2806.06,-1107.15,42.74,4.90,0.07,2.53,33.43,56.65,59.03,49.21,79.87,-0.026
197.340,40.26,405.16,9.379,0.024,25.342,26.011,83.22,-78.71,-2723.68,-1094.05,49.42,-2.11,0.07,2.49,33.70,56.75,59.19,49.17,79.90,-0.026
197.360,40.26,405.31,9.248,0.021,25.341,26.011,83.22,-82.55,-2688.34,-1093.71,51.15,-6.19,0.08,2.46,33.53,56.86,59.33,49.15,79.88,-0.026
197.380,40.26,405.47,9.110,0.021,25.339,26.014,83.15,-71.95,-2745.81,-1102.82,48.78,-4.31,0.07,2.49,33.55,56.98,59.43,49.17,79.89,-0.026
197.400,40.28,405.70,8.972,0.021,25.339,26.018,83.15,-86.23,-2776.61,-1113.81,60.33,-10.48,0.08,2.49,33.57,57.08,59.52,49.15,79.89,-0.026
197.420,40.29,405.82,8.835,0.024,25.336,26.030,83.15,-104.54,-2801.84,-1132.05,74.83,-9.12,0.09,2.48,33.53,57.19,59.58,49.14,79.87,-0.027
197.440,40.31,405.94,8.691,0.024,25.336,26.044,83.08,-84.78,-2813.85,-1123.71,64.52,7.71,0.08,2.50,33.51,57.30,59.66,49.13,79.90,-0.027
197.460,40.32,406.21,8.545,0.022,25.341,26.040,83.08,-67.31,-2772.09,-1110.09,48.38,12.87,0.06,2.50,33.72,57.36,59.74,49.07,79.87,-0.027
197.480,40.32,406.37,8.399,0.027,25.338,26.042,83.22,-76.29,-2730.73,-1103.73,45.89,5.30,0.07,2.47,33.61,57.48,59.82,49.07,79.91,-0.027
197.500,40.32,406.48,8.246,0.024,25.338,26.042,83.08,-76.76,-2715.47,-1100.30,46.43,2.92,0.07,2.47,33.65,57.54,59.85,49.05,79.88,-0.027
197.520,40.31,406.72,8.083,0.024,25.338,26.032,83.22,-78.96,-2736.26,-1095.86,43.87,0.92,0.07,2.50,33.70,57.67,59.90,49.04,79.89,-0.027
197.540,40.29,406.87,7.931,0.025,25.336,26.022,83.15,-86.48,-2785.15,-1101.25,51.64,-2.29,0.08,2.53,33.53,57.71,59.96,49.08,79.88,-0.026
197.560,40.29,407.15,7.773,0.021,25.337,26.015,83.15,-78.30,-2824.09,-1126.93,69.04,5.44,0.07,2.51,33.57,57.77,59.98,49.10,79.88,-0.026
197.580,40.27,407.38,7.624,0.022,25.335,25.997,83.15,-67.47,-2868.42,-1128.05,65.65,21.90,0.06,2.54,33.63,57.84,60.01,49.10,79.90,-0.025
197.600,40.26,407.58,7.465,0.025,25.340,25.985,83.15,-55.76,-2856.48,-1109.20,46.82,28.83,0.05,2.58,33.61,57.90,60.02,49.00,79.87,-0.025
197.620,40.27,407.81,7.307,0.022,25.337,25.988,83.15,-74.43,-2806.73,-1096.20,42.69,15.50,0.07,2.56,33.66,57.95,60.01,48.94,79.90,-0.025
197.640,40.27,408.01,7.149,0.024,25.334,25.985,83.22,-97.75,-2775.45,-1100.49,49.90,3.97,0.09,2.52,33.92,57.95,60.04,48.89,79.86,-0.025
197.660,40.26,408.28,6.991,0.021,25.335,25.967,83.22,-80.63,-2763.73,-1105.24,49.13,5.99,0.07,2.50,33.66,57.99,60.02,48.88,79.90,-0.024
197.680,40.25,408.52,6.814,0.025,25.332,25.956,83.15,-85.43,-2803.83,-1106.10,50.66,2.05,0.08,2.53,33.68,57.98,60.04,48.85,79.87,-0.024
197.700,40.25,408.79,6.651,0.030,25.337,25.951,83.15,-109.54,-2847.02,-1125.56,66.03,-1.18,0.10,2.53,33.66,57.99,59.96,48.79,79.88,-0.024
197.720,40.26,408.95,6.475,0.021,25.335,25.953,83.15,-91.42,-2884.04,-1141.95,74.44,18.31,0.08,2.53,33.53,58.02,59.91,48.76,79.89,-0.024
197.740,40.27,409.22,6.317,0.021,25.333,25.950,83.08,-70.49,-2889.93,-1130.31,59.98,33.71,0.06,2.56,33.68,58.03,59.93,48.71,79.87,-0.024
197.760,40.26,409.45,6.146,0.022,25.335,25.940,83.22,-67.51,-2851.53,-1113.56,48.14,31.69,0.06,2.56,33.66,58.06,59.88,48.63,79.90,-0.023
197.780,40.27,409.85,5.984,0.022,25.335,25.929,83.28,-69.42,-2803.12,-1109.45,49.73,26.31,0.06,2.53,33.68,58.02,59.84,48.60,79.87,-0.023
197.800,40.28,410.12,5.829,0.018,25.338,25.925,83.22,-62.20,-2742.96,-1112.17,49.81,22.81,0.06,2.47,33.94,58.03,59.79,48.55,79.90,-0.023
197.820,40.29,410.20,5.663,0.025,25.340,25.934,83.28,-58.97,-2726.57,-1116.30,47.07,20.60,0.05,2.44,33.76,57.98,59.73,48.55,79.86,-0.023
197.840,40.30,410.31,5.505,0.022,25.337,25.939,83.28,-80.34,-2741.38,-1125.78,59.98,15.72,0.07,2.44,33.94,57.98,59.66,48.56,79.90,-0.023
197.860,40.30,410.43,5.338,0.024,25.340,25.939,83.28,-90.80,-2770.12,-1140.95,71.25,22.76,0.08,2.43,33.82,57.98,59.58,48.56,79.88,-0.023
197.880,40.32,410.55,5.174,0.021,25.343,25.951,83.28,-78.96,-2822.24,-1137.37,57.49,39.88,0.07,2.48,33.90,57.93,59.44,48.52,79.88,-0.023
197.900,40.34,410.78,5.002,0.024,25.344,25.958,83.15,-76.38,-2810.20,-1124.39,42.80,39.08,0.07,2.50,33.86,57.89,59.38,48.50,79.89,-0.024
197.920,40.39,411.02,4.841,0.024,25.346,25.976,83.15,-85.11,-2747.22,-1113.52,45.30,30.46,0.08,2.47,33.65,57.83,59.27,48.50,79.87,-0.024
197.940,40.42,411.17,4.673,0.021,25.349,25.994,83.28,-69.99,-2682.11,-1111.95,51.01,30.98,0.06,2.41,33.92,57.79,59.16,48.52,79.89,-0.025
197.960,40.39,411.37,4.499,0.024,25.352,25.973,83.22,-66.37,-2630.39,-1116.75,49.51,24.88,0.06,2.36,34.00,57.73,59.03,48.53,79.86,-0.024
197.980,40.37,411.49,4.329,0.024,25.354,25.953,83.22,-81.08,-2621.25,-1127.06,55.30,19.82,0.07,2.33,34.08,57.61,58.94,48.57,79.90,-0.023
198.000,40.35,411.49,4.164,0.030,25.351,25.947,83.22,-70.20,-2612.69,-1154.91,71.42,31.06,0.06,2.26,34.02,57.58,58.81,48.63,79.88,-0.023
198.020,40.35,411.41,4.002,0.021,25.358,25.957,83.22,-66.02,-2611.89,-1155.52,69.74,46.63,0.06,2.26,34.08,57.48,58.62,48.71,79.88,-0.023
198.040,40.33,411.45,3.837,0.022,25.362,25.948,83.22,-66.60,-2600.54,-1139.26,52.75,54.21,0.06,2.28,34.08,57.41,58.56,48.76,79.89,-0.023
198.060,40.32,411.49,3.679,0.022,25.366,25.941,83.15,-56.10,-2546.78,-1123.68,46.98,51.17,0.05,2.27,34.04,57.24,58.40,48.82,79.87,-0.022
198.080,40.31,411.56,3.533,0.024,25.368,25.937,83.15,-67.84,-2476.89,-1121.45,50.71,40.97,0.06,2.21,34.06,57.13,58.21,48.92,79.90,-0.022
198.100,40.31,411.60,3.368,0.024,25.368,25.939,83.15,-64.32,-2400.27,-1123.97,48.69,35.37,0.06,2.14,34.14,57.01,58.09,49.01,79.86,-0.022
198.120,40.30,411.68,3.207,0.022,25.374,25.932,83.08,-63.15,-2333.88,-1122.91,49.81,29.93,0.06,2.08,34.06,56.86,57.88,49.17,79.90,-0.022
198.140,40.27,411.53,3.053,0.024,25.376,25.928,83.22,-78.37,-2279.63,-1140.99,64.04,29.17,0.07,2.00,34.02,56.73,57.66,49.30,79.87,-0.021
198.160,40.24,411.37,2.894,0.017,25.381,25.920,83.15,-53.00,-2249.81,-1159.35,66.24,50.80,0.05,1.94,34.31,56.60,57.46,49.53,79.90,-0.021
198.180,40.23,411.13,2.733,0.024,25.381,25.930,83.22,-32.98,-2235.22,-1146.61,45.98,66.57,0.03,1.95,34.37,56.44,57.19,49.65,79.88,-0.021
